ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,elv_mean,elv_median,laii_mean,laii_median,laif_mean,laif_median,gradient_mean,gradient_median,lusemask_mean,lusemask_median,soildepth1_f_mean,soildepth1_f_median,soildepth1_o_mean,soildepth1_o_median,fracforest_mean,fracforest_median,fracirrigated_mean,fracirrigated_median,fracother_mean,fracother_median,ksat1_f_mean,ksat1_f_median,ksat1_o_mean,ksat1_o_median
26,Hohensaaten-Finow,Oder,Oder,1004,DE,109564.0,111216.01,52.864739,14.141123,14.125,52.825,HIST,calibrated,16/08/2012 00:00',01/01/2024 00:00',16/08/2012 00:00',0.782066,0.015284,KGEJSD,Europe,ElbeOderEmsWeser,173.8980040459192,131.89061737060547,1.243341755802524,1.2185938358306885,2.0387900872299554,2.0342990159988403,0.0037180052180070863,0.001781486556865275,1.0,1.0,50.0,50.0,50.0,50.0,0.37508246078236895,0.32045218348503113,0.00020068583078249955,0.0,0.5732364318078966,0.6077617853879929,304.2405117319109,309.2167445717226,304.2405117319109,309.2167445717226
27,Leun (Neu),Rhine,Lahn,1004,DE,3571.0,3632.23,50.545134,8.355275,8.375,50.525,NRT,calibrated,16/08/2012 00:00',01/01/2024 00:00',16/08/2012 00:00',0.782363,0.0653841,KGEJSD,Europe,RhineMaasScheldtSeine,323.00301594111824,304.9500732421875,1.6729877918665519,1.6540279388427734,2.416868070057396,2.428816556930542,0.008900232864855676,0.00745348259806633,1.0,1.0,50.0,50.0,50.0,50.0,0.5172781720837,0.5187057852745056,0.0,0.0,0.42312889180070373,0.41936057806015015,68.31687745971068,69.32294431779681,68.31687745971068,69.32294431779681
28,Maxau,Rhine,Rhine,1004,DE,50196.0,50777.11,49.038957,8.305614,8.275,49.025,NRT,calibrated,23/08/2012 00:00',01/01/2024 00:00',23/08/2012 00:00',0.935277,0.0127558,KGEJSD,Europe,RhineMaasScheldtSeine,857.509369841051,643.6650390625,1.9991838188517042,1.861602544784546,2.6335708083900182,2.6595308780670166,0.03066969332434497,0.015590411145240068,1.0,1.0,50.0,50.0,50.0,50.0,0.4122596872881185,0.3994472920894623,0.005259226073748817,0.0,0.496975932176574,0.4875103831291199,87.22722016518317,79.26318157067973,87.22722016518317,79.26318157067973
31,Frankfurt-Osthafen,Rhine,Main,1004,DE,24764.0,24726.77,50.105711,8.715027,8.725,50.125,NRT,calibrated,13/10/2013 00:00',01/01/2024 00:00',13/10/2013 00:00',0.889361,0.017431,KGEJSD,Europe,RhineMaasScheldtSeine,358.748475825888,347.8894348144531,1.498070461533913,1.4981913566589355,2.340939285895159,2.3274614810943604,0.007691369324138449,0.0059046451933681965,1.0,1.0,50.0,50.0,50.0,50.0,0.4623160567819158,0.44239702820777893,0.0001378069966938486,0.0,0.47099799338129084,0.4779067635536194,81.23968657837932,79.33576247793016,81.23968657837932,79.33576247793016
33,Plochingen,Rhine,Neckar,1004,DE,3995.0,3948.83,48.707411,9.419239,9.425,48.725,NRT,calibrated,16/08/2012 00:00',01/01/2024 00:00',16/08/2012 00:00',0.804563,0.03352,KGEJSD,Europe,RhineMaasScheldtSeine,554.1221491964238,555.1161804199219,1.661759179554651,1.6721126437187195,2.6482643752166592,2.655935287475586,0.009820871666577238,0.0074629446025937796,1.0,1.0,50.0,50.0,50.0,50.0,0.4251526499005346,0.43319906294345856,0.0,0.0,0.4771901579174404,0.4708009660243988,56.706968941435235,51.1253399656912,56.706968941435235,51.1253399656912
36,Kaub,Rhine,Rhine,1004,DE,103488.0,103792.93,50.085407,7.764994,7.775,50.075,HIST,calibrated,01/01/1980 00:00',31/12/2019 00:00',05/05/1997 00:00',0.913265,0.0163938,KGEJSD,Europe,RhineMaasScheldtSeine,597.3558304934546,426.0069580078125,1.7414813849727817,1.5936267375946045,2.5248632151867687,2.511321783065796,0.019067185991299352,0.008313271682709455,1.0,1.0,50.0,50.0,50.0,50.0,0.42747907904681093,0.4113762527704239,0.005180909599216933,0.0,0.48226231962940713,0.47991373896598816,82.80051285634754,76.2360710064064,82.80051285634754,76.2360710064064
38,Cochem,Rhine,Moselle,1004,DE,27088.0,27071.3,50.143322,7.16831,7.175,50.125,NRT,calibrated,28/09/2012 00:00',01/01/2024 00:00',28/09/2012 00:00',0.927403,0.0110456,KGEJSD,Europe,RhineMaasScheldtSeine,342.8499695078101,308.0169219970703,1.697845289997973,1.685631275177002,2.5339271935906287,2.5019296407699585,0.007555340790745493,0.004985404899343848,1.0,1.0,50.0,50.0,50.0,50.0,0.4371044193131026,0.4222116619348526,0.0,0.0,0.5023815297546288,0.49961721897125244,68.38561861479855,67.7702372943122,68.38561861479855,67.7702372943122
40,Koeln,Rhine,Rhine,1004,DE,144231.54,144451.78,50.936914,6.963322,6.975,50.925,HIST,calibrated,01/01/1980 00:00',31/12/2019 00:00',30/04/1997 00:00',0.92017,0.0162123,KGEJSD,Europe,RhineMaasScheldtSeine,521.9258271781904,373.9292297363281,1.7259993542210064,1.6352052092552185,2.522815337873472,2.5044115781784058,0.016037575526511277,0.007536435266956687,1.0,1.0,50.0,50.0,50.0,50.0,0.43841904520025327,0.425803005695343,0.003724817343330423,0.0,0.477801194309722,0.4750696122646332,78.23510749747602,71.47554911452428,78.23510749747602,71.47554911452428
42,Kalkofen (Neu),Rhine,Lahn,1004,DE,5304.0,5313.59,50.317832,7.889898,7.925,50.325,NRT,calibrated,16/08/2012 00:00',01/01/2024 00:00',16/08/2012 00:00',0.826803,0.0696192,KGEJSD,Europe,RhineMaasScheldtSeine,318.3275105032036,305.0007781982422,1.6811190012616533,1.659681797027588,2.4370964019589554,2.449017286300659,0.009748621091691735,0.008602084591984749,1.0,1.0,50.0,50.0,50.0,50.0,0.5082620601728465,0.5069599449634552,0.0,0.0,0.4320819046007359,0.434724897146225,70.23727824630443,69.6424434894783,70.23727824630443,69.6424434894783
45,Worms,Rhine,Rhine,1004,DE,68936.0,69519.79,49.631858,8.377548,8.375,49.675,NRT,calibrated,17/08/2012 00:00',01/01/2024 00:00',17/08/2012 00:00',0.939505,0.00898641,KGEJSD,Europe,RhineMaasScheldtSeine,727.4586270918016,528.6917114257812,1.8616249387974824,1.7149412631988525,2.6098637936336786,2.6345417499542236,0.024476174895961128,0.01085185818374157,1.0,1.0,50.0,50.0,50.0,50.0,0.41752893637462657,0.39975738525390625,0.004527764179345663,0.0,0.48772993162152806,0.48285651206970215,83.73916497375835,73.75016562984678,83.73916497375835,73.75016562984678
47,Ruhrort,Rhine,Rhine,1004,DE,153176.0,153667.78,51.455309,6.727942,6.725,51.475,HIST,calibrated,01/01/1980 00:00',31/12/2019 00:00',02/05/1997 00:00',0.923757,0.0186231,KGEJSD,Europe,RhineMaasScheldtSeine,504.9430488745923,364.92987060546875,1.7211115712719034,1.6404796838760376,2.516635160635108,2.5005407333374023,0.015511053069727597,0.007410235470160842,1.0,1.0,50.0,50.0,50.0,50.0,0.43834438083934474,0.426432803273201,0.003525779804941698,0.0,0.473777430118704,0.46760183572769165,77.42066249709562,71.00353971933103,77.42066249709562,71.00353971933103
