ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,elv_mean,elv_median,laii_mean,laii_median,laif_mean,laif_median,gradient_mean,gradient_median,lusemask_mean,lusemask_median,soildepth1_f_mean,soildepth1_f_median,soildepth1_o_mean,soildepth1_o_median,fracforest_mean,fracforest_median,fracirrigated_mean,fracirrigated_median,fracother_mean,fracother_median,ksat1_f_mean,ksat1_f_median,ksat1_o_mean,ksat1_o_median,tp_mean_annual,tp_std_interann,tp_seasonality,eT0_mean_annual,eT0_std_interann,eT0_seasonality,ta_mean,ta_std_interann,ta_seasonality,aridity_index
5815,Little Eagle Sd,Mississippi,Grand,1077,US,13908.3,13922.61,45.6578,-100.8182,-100.775,45.675, ,calibrated,01/01/1980 00:00',19/10/2022 00:00',20/10/2002 00:00',0.534435,0.502162,KGE,NorthAmerica,Mississipi,783.9385328126432,796.23193359375,0.5483602484628188,0.541895866394043,1.2317110452362865,1.1370257139205933,0.004196022903789,0.0036867491435259,1.0,1.0,50.0,50.0,50.0,50.0,0.0082701342478339,0.0026561701670289,0.0,0.0,0.9880699695471984,0.995827924925834,247.2933626811649,235.50465751705497,247.2933626811649,235.50465751705497,546.9649767551285,113.40395787490596,0.4499141975683561,991.8823082925247,66.62819070769439,0.5790282643452865,7.118542780565789,1.1405607418654637,1.3217066188449378,1.813429287880313
5816,Moody Near Biggs Or,Columbia,Deschutes,1077,US,27195.0,28329.1177,45.6221,-120.9026,-120.925,45.575, ,calibrated,01/01/1980 00:00',27/01/2023 00:00',28/01/2003 00:00',0.80743,0.018212,KGEJSD,NorthAmerica,FraserColumbia,1228.4297460989596,1297.1575927734375,0.8500007158223841,1.0601619482040403,1.7725439275227142,1.496230125427246,0.0186714512415676,0.0141162918880581,1.0,1.0,50.0,50.0,50.0,50.0,0.3528938994679733,0.2272755950689315,0.0067436838702756,0.0,0.6311812307775579,0.7359783478975296,283.8883617392753,261.17403576627885,283.8883617392753,261.17403576627885,631.7821446169856,112.69787076766403,0.46525102398163815,898.884756299409,32.49847282645387,0.5878849398442004,8.253166440613116,0.6582152750956918,0.7826410189052797,1.4227764490627586
5817,Near Twin Bridges Mt,Mississippi,Jefferson,1077,US,19766.9,19878.59,45.6138,-112.33,-112.325,45.625, ,calibrated,22/04/1994 00:00',23/03/2023 00:00',24/03/2003 00:00',0.876725,0.0185761,KGEJSD,NorthAmerica,Mississipi,2117.214427709697,2128.784912109375,0.866452917486601,0.8523276448249817,1.1114809356069904,1.084865927696228,0.0295738445049666,0.0237341076135635,1.0,1.0,50.0,50.0,50.0,50.0,0.2838411645906177,0.1641673147678375,0.042652640030343,0.0,0.6705430739872402,0.7487549980869517,263.75498884592247,258.2884582862881,263.75498884592247,258.2884582862881,568.885813311914,66.7492571927391,0.2761571821651891,835.4731521026682,30.63940998087705,0.6115448033144035,2.5301504455290815,0.6715634525293752,3.205464475408178,1.4686130899252838
5818,The Dalles Or,Columbia,Columbia,1077,US,613830.0,601374.72,45.6073,-121.1734,-121.175,45.625, ,calibrated,01/01/1980 00:00',31/01/2019 00:00',01/02/1999 00:00',0.818278,0.0479083,KGEJSD,NorthAmerica,FraserColumbia,1374.784373922936,1379.7997436523438,0.8026526839003797,0.8095496892929077,1.626095548044496,1.5936520099639893,0.031920350043228,0.0215062173083424,1.0,1.0,50.0,50.0,50.0,50.0,0.3950490566130352,0.3843541890382767,0.0179967597467153,0.0,0.5714888089312095,0.5677113021612168,228.1931302354048,193.2844874539362,228.1931302354048,193.2844874539362,697.3209224008588,76.86766637769443,0.26023457850798415,860.1245364818224,29.498116576005778,0.6301254995207303,6.465028608116995,0.6596863717774466,1.1429313705133533,1.233470141008296
5819,Columbia Sd,Mississippi,James Trib. Missouri,1077,US,15170.0,14318.67,45.6036,-98.3104,-98.325,45.675, ,calibrated,01/01/1980 00:00',07/11/2016 00:00',28/07/1996 00:00',0.741383,0.0367479,KGEJSD,NorthAmerica,Mississipi,486.1371214904421,470.896484375,0.8339722923479953,0.8308665156364441,1.416638693341863,1.4254658222198486,0.0018162631317842,0.0010517898481339,1.0,1.0,50.0,50.0,50.0,50.0,0.0078875447743816,0.0043563996441662,6.89921998763593e-05,0.0,0.9595836280204144,0.985992000438273,209.01588041938157,210.4989820615051,209.01588041938157,210.4989820615051,674.9097047048791,106.81272410599902,0.45123443575660976,863.3517603601044,46.21157645798403,0.6343232898538324,5.2177764775031115,1.1951873192490914,2.0115211566384494,1.2792107660351784
5820,Mcdonald Ferry Oreg,Columbia,John Day,1077,US,19632.2,20352.07782,45.5876,-120.4095,-120.425,45.575, ,calibrated,01/01/1980 00:00',19/01/2023 00:00',20/01/2003 00:00',0.927437,0.018464,KGEJSD,NorthAmerica,FraserColumbia,1174.9749926055908,1189.0855712890625,0.55352112340472,0.3453010022640228,1.637342550111999,1.482023000717163,0.0262058178491998,0.022300942800939,1.0,1.0,50.0,50.0,50.0,50.0,0.3656675773746685,0.3090950399637222,0.0011225456788926,0.0,0.6323989750081418,0.6898714154958725,166.42367387226213,151.47833462107263,166.42367387226213,151.47833462107263,576.5209409930413,83.08922920923153,0.39983948925507773,902.5811631998533,32.228509064420756,0.6059281817902109,8.169738826942673,0.6320319122219685,0.8236515171445351,1.5655652709599452
5821,Au Barrage De Carillon,St.Lawrence,R. des Outaouais,1077,CA,143000.0,145000.7265,45.57,-74.3928,-74.375,45.575, ,calibrated,01/01/1980 00:00',01/01/1995 00:00',01/01/1980 00:00',0.837733,0.0544996,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,315.37075158653124,326.6098022460937,1.3018373872117135,1.320809245109558,2.479554192927746,2.4778409004211426,0.0042724338288516,0.0028116254834458,1.0,1.0,50.0,50.0,50.0,50.0,0.7595474470736242,0.8199157118797302,3.4338182239291064e-06,0.0,0.1619885058394349,0.0958929657936096,97.61092838624351,95.4965099982222,97.61092838624351,95.4965099982222,1026.5602529566042,83.57945705926667,0.1474228422365744,707.0060539526972,32.20988242534678,0.6617529135897555,4.1316847246223345,0.8920848028651572,2.3937299849690854,0.6887136453183762
5822,Portland Or,Columbia,Willamette,1077,US,29008.0,28858.07514,45.5185,-122.6679,-122.675,45.525, ,calibrated,01/01/1980 00:00',12/10/2021 00:00',13/10/2001 00:00',0.942402,0.0306892,KGEJSD,NorthAmerica,FraserColumbia,562.5513953532418,422.7996520996094,1.8512506824382844,1.9095048904418943,3.4828435126776,3.603636384010315,0.0230047633074208,0.0155495763756334,1.0,1.0,50.0,50.0,50.0,50.0,0.6832167845114339,0.8479991257190704,0.0109226557460453,0.0,0.269375576307299,0.141807734966278,59.57913460976541,46.04441956706564,59.57913460976541,46.04441956706564,1505.6983737928738,252.51590314627387,0.5270029292513692,815.1485173204746,35.273488180077486,0.6206371410261234,9.937776252993293,0.5929115718267165,0.5018707611018827,0.5413757041306386
5824,Lasalle,St.Lawrence,St. Lawrence,1077,CA,,935052.4436,45.415,-73.6236,-73.625,45.425, ,calibrated,01/01/1980 00:00',01/01/2022 00:00',02/01/2002 00:00',0.499657,0.0715199,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,267.4422864201799,245.6542053222656,1.2248416663203978,1.2360489964485168,2.197665015850037,2.1876466274261475,0.0027714950541251,0.0013335568946786,1.0,1.0,50.0,50.0,50.0,50.0,0.448541699241918,0.4758181869983673,0.0004686255415561,0.0,0.23596209984948,0.1149569153785705,159.94487745518816,142.3219875192687,159.94487745518816,142.3219875192687,996.6302990996309,72.65061677517677,0.1490752339706828,809.985678218857,36.11573638260756,0.5926012224676793,6.297098661279138,0.9021978509297125,1.425913748632193,0.8127243160784986
5825,St  Croix Falls Wi,Mississippi,St. Croix,1077,US,16161.6,16312.5,45.4069,-92.6472,-92.625,45.425, ,calibrated,01/01/1980 00:00',17/10/2023 00:00',18/10/2003 00:00',0.843583,0.018432,KGEJSD,NorthAmerica,Mississipi,336.9483531521391,334.14404296875,1.2763504507981154,1.2412748336791992,1.9679252835724208,1.950662910938263,0.0021164935353255,0.0016363942995667,1.0,1.0,50.0,50.0,50.0,50.0,0.6695486134142514,0.7211587131023407,2.3975850628748666e-05,0.0,0.3043020558964138,0.2547162175178528,146.63346817290514,138.65930420764403,146.63346817290514,138.65930420764403,868.8583022613894,104.30893819993861,0.3835565458186633,831.8967548530928,46.09772603841322,0.6267212348475631,6.304245745925448,1.0524257933649235,1.5783015716488407,0.9574596371904415
5826,Rapides Fryers,St.Lawrence,Richelieu,1077,CA,22000.0,22206.65446,45.3983,-73.2589,-73.225,45.375, ,calibrated,01/01/1980 00:00',01/01/2022 00:00',28/12/2001 00:00',0.917787,0.0114609,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,294.3577539893766,276.11004638671875,1.4309395728226892,1.3937305212020874,2.5262957500813026,2.5420114994049072,0.0143383728853549,0.0088016791269183,1.0,1.0,50.0,50.0,50.0,50.0,0.7114392528700495,0.8022459745407104,7.879775872363195e-06,0.0,0.2153943268092484,0.1456321477890014,79.98336870553713,76.85055354211796,79.98336870553713,76.85055354211796,1201.6025215905136,130.9511003893942,0.12411393318139236,765.8805464351101,37.97217636565357,0.5991595491683926,6.816256230154048,0.7481094220863583,1.3034101279205708,0.6373826058731504
5827,Near Mcallister Wi,St.Lawrence,Menominee,1077,US,10178.7,10252.67712,45.3258,-87.6634,-87.675,45.325, ,calibrated,01/01/1980 00:00',13/10/2022 00:00',14/10/2002 00:00',0.836284,0.0251864,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,407.4570574570699,435.8487243652344,1.3088747355678223,1.4509940147399902,2.177294401163166,2.171379804611206,0.002465291468636,0.0020951743936166,1.0,1.0,50.0,50.0,50.0,50.0,0.8598684038639388,0.8902252316474915,0.0,0.0,0.1187165488330837,0.0890181064605712,171.2733235174292,145.72665625850394,171.2733235174292,145.72665625850394,842.7949356060027,110.40666568338888,0.2838437834889388,781.4937470924675,49.070777092517616,0.6297363779302988,5.490422757433705,1.0153415969859616,1.6882226885251144,0.9272644080740029
5828,Near Shoup Id,Columbia,Salmon,1077,US,16239.3,16395.93165,45.3222,-114.4411,-114.425,45.325, ,calibrated,01/01/1980 00:00',11/10/2023 00:00',12/10/2003 00:00',0.930713,0.0484864,KGEJSD,NorthAmerica,FraserColumbia,2187.386079961861,2193.88037109375,0.8279048926043031,0.7628042995929718,0.9626143536367312,0.9341624081134796,0.0440868637161691,0.0381520502269268,1.0,1.0,50.0,50.0,50.0,50.0,0.3325196318372791,0.315757468342781,0.0056559613353462,0.0,0.6596367915396648,0.6817742139101028,255.45833212717545,226.2275550911124,255.45833212717545,226.2275550911124,588.5950394623868,77.75304653479436,0.21975831024929968,839.138623286539,29.101792208549885,0.6015255642616677,2.411311870103503,0.6408558687680243,3.417677300419814,1.4256637705492636
5829,Near Whitehorse Sd,Mississippi,Moreau,1077,US,12639.2,12741.73,45.2558,-100.8429,-100.875,45.275, ,calibrated,01/01/1980 00:00',05/11/2020 00:00',06/10/2000 00:00',0.531021,0.303465,KGE,NorthAmerica,Mississipi,799.4667185863462,793.0331420898438,0.5766114959435888,0.5681259334087372,1.242747889665551,1.1370257139205933,0.004216047648105,0.0036304406821727,1.0,1.0,50.0,50.0,50.0,50.0,0.0073325333083447,0.002467188751325,0.0009093027584195,0.0,0.989442759827088,0.9954891705419868,165.9251838717965,167.50473106425972,165.9251838717965,167.50473106425972,550.8285926828357,118.88126686574306,0.4576165086441115,1012.8182036657793,70.3610012630003,0.5701592858945744,7.60204348872111,1.1544907655051913,1.2292458408601292,1.8387175559148121
5831,West Enfield Me,Penobscot,Penobscot,1077,US,16633.0,17443.85434,45.2367,-68.6486,-68.675,45.225, ,calibrated,01/01/1980 00:00',03/11/2023 00:00',04/11/2003 00:00',0.85278,0.0156332,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,267.38125618150605,231.05950927734372,1.276004660334842,1.277147650718689,2.8251844482444577,2.8028440475463867,0.0071622650461873,0.0042833616025745,1.0,1.0,50.0,50.0,50.0,50.0,0.8269973045715994,0.8536199927330017,1.987531904343298e-05,0.0,0.1256208687121861,0.1161293983459472,35.6126960178725,35.712396932481994,35.6126960178725,35.712396932481994,1196.818411469663,142.00924496518812,0.0842430865745022,724.2028332940823,33.58644365622822,0.6175999014744752,5.325776387045265,0.7221710300049909,1.7246273072417257,0.6051066948450261
5832,Tikhovsky,Kuban,Kuban,1077,RU,48100.0,48564.79334,45.1911,38.2292,38.225,45.175, ,calibrated,01/01/1980 00:00',01/01/2003 00:00',01/01/1980 00:00',0.68999,0.144583,KGE,Europe,SouthEastTurkeyIsraelDon,745.1695447882795,441.56298828125,1.1212655499134796,1.083770513534546,2.163075018907756,2.0911312103271484,0.0203793165868074,0.0083321435377001,1.0,1.0,50.0,50.0,50.0,50.0,0.4431998397791764,0.3061260879039764,0.0054327520410334,0.0,0.5154381353216897,0.6131017804145813,76.97201189465468,78.8854668384734,76.97201189465468,78.8854668384734,1061.3209319366501,113.21268596416402,0.15566165065201423,793.0841305837469,51.10450442331209,0.5938233139226956,8.93419220865751,0.910246663649721,0.8241640234508107,0.747261367149862
5834,Cornwall Ont Near Massena N Y,St.Lawrence,St. Lawrence,1077,US,773892.0,780030.1814,45.0062,-74.7949,-74.675,45.025, ,calibrated,01/01/1980 00:00',01/10/2023 00:00',02/10/2003 00:00',0.520023,0.0767214,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,259.86443393615383,228.87982177734372,1.2093392440349766,1.2197896242141724,2.143955985887431,2.146483898162842,0.002462532334928,0.0010567115386947,1.0,1.0,50.0,50.0,50.0,50.0,0.3902322947908386,0.3307343423366546,0.0005367121073998,0.0,0.2474848721519854,0.1208944022655487,172.28133337921437,156.06158018998264,172.28133337921437,156.06158018998264,988.8127274944371,74.57466780805484,0.15133429408770072,829.4525514571762,37.75523621801632,0.5813497249458094,6.6963475369649155,0.9183853330256477,1.3155746362769898,0.8388368478619148
5836,Ashton Sd,Mississippi,James Trib. Missouri,1077,US,25232.0,25767.52,44.9983,-98.4809,-98.475,45.025, ,calibrated,01/01/1980 00:00',07/11/2016 00:00',09/09/1996 00:00',0.761618,0.0339501,KGEJSD,NorthAmerica,Mississipi,481.57323153584855,466.8730010986328,0.8706714633454665,0.8635270893573761,1.4208198328367223,1.4254658222198486,0.0019053384291239,0.001020997413434,1.0,1.0,50.0,50.0,50.0,50.0,0.0116857385316625,0.0063579962588846,0.0001055217141851,0.0,0.9453123565704762,0.9830243914276362,188.45027341582215,187.3555263538746,188.45027341582215,187.3555263538746,683.9681914568748,106.65484193847936,0.43405348681898137,887.30067022931,48.17168534710966,0.6274154064217785,5.74520138729048,1.1910920669054958,1.8112456551901261,1.2972835305971324
5837,Salem Or,Columbia,Willamette,1077,US,18855.2,18859.55277,44.9443,-123.0429,-123.075,44.925, ,calibrated,01/01/1980 00:00',04/10/2022 00:00',05/10/2002 00:00',0.90547,0.0200431,KGEJSD,NorthAmerica,FraserColumbia,659.7409780497452,592.8460388183594,1.9669505665800984,1.9839035868644717,3.533619469382087,3.697399973869324,0.0254969357566581,0.0178059842437505,1.0,1.0,50.0,50.0,50.0,50.0,0.7420106688446569,0.8837639689445496,0.0053501723851855,0.0,0.2299609059155351,0.1067995429039001,65.64662021121327,45.50802625800946,65.64662021121327,45.50802625800946,1525.2560267925608,259.03618120678993,0.5263839410046647,819.59832847146,34.4185853733556,0.6189672732190079,9.657276541207779,0.5925055813215939,0.5259777544617575,0.5373513128776037
5838,St Paul Mn,Mississippi,Mississippi,1077,US,95312.0,95462.69,44.9336,-93.1058,-93.125,44.925, ,calibrated,01/01/1980 00:00',12/06/2023 00:00',13/06/2003 00:00',0.863589,0.00726225,KGEJSD,NorthAmerica,Mississipi,368.65789424917017,367.4224548339844,1.1460218800819852,1.1590213775634766,1.795291161119956,1.7883103489875791,0.0017069357311661,0.0011075530201196,1.0,1.0,50.0,50.0,50.0,50.0,0.2641069679769308,0.1535521671175956,0.0009486831722094,0.0,0.6727882817010379,0.7799520502686501,222.4147232057245,181.71636107182363,222.4147232057245,181.71636107182363,846.1733592866531,96.30400518483775,0.41057764157885235,874.772407347563,49.73407420086934,0.6132762555781954,6.604303482359012,1.1049092157006257,1.5418185065321528,1.033798095564034
5839,Montevideo Mn,Mississippi,Minnesota,1077,US,16006.2,16354.39,44.9333,-95.7336,-95.775,44.975, ,calibrated,01/01/1980 00:00',29/06/2022 00:00',30/06/2002 00:00',0.735784,0.0295166,KGEJSD,NorthAmerica,Mississipi,381.7377805328054,354.6632385253906,1.0686125006049176,1.0771950483322144,1.6955532515128022,1.7157820463180542,0.0027969031666538,0.0015198220498859,1.0,1.0,50.0,50.0,50.0,50.0,0.0591677968830964,0.0412401370704174,0.0015741572173944,0.0,0.8960893248082827,0.9377962313592434,168.12359145938552,147.2855022333693,168.12359145938552,147.2855022333693,803.0763754866163,107.67640804168741,0.41937461111757307,912.4231283937239,56.83405110192938,0.6081154609298892,6.803454952428791,1.1951161021294185,1.5142939743500718,1.1361598426312194
5840,Chippewa Falls Wi,Mississippi,Chippewa,1077,US,14633.5,14808.11,44.9269,-91.4093,-91.425,44.925, ,calibrated,01/01/1980 00:00',03/10/2022 00:00',04/10/2002 00:00',0.845391,0.0132762,KGEJSD,NorthAmerica,Mississipi,423.47055631430953,434.71946716308594,1.3618727439260525,1.3822861909866333,2.141354578648345,2.143153429031372,0.0020627203105202,0.0015042609302327,1.0,1.0,50.0,50.0,50.0,50.0,0.7844448069195158,0.8416115343570709,0.0,0.0,0.1780954530050028,0.1103327572345733,140.46599095401888,138.3952216277946,140.46599095401888,138.3952216277946,922.5122719292364,138.34602991766124,0.34457479307877936,802.6363827679569,48.260786080656125,0.6240568245973427,5.964885920139761,1.0154941901699772,1.6041890612896001,0.8700549653279032
5841,Rothschild Wi,Mississippi,Wisconsin,1077,US,10411.8,10405.26,44.8858,-89.6348,-89.625,44.875, ,calibrated,01/01/1980 00:00',30/09/2022 00:00',23/09/2002 00:00',0.793479,0.0139401,KGEJSD,NorthAmerica,Mississipi,469.5874260620286,477.5850830078125,1.2017283129830414,1.15240740776062,2.178076788704444,2.16540002822876,0.0020554736452747,0.0015115060377866,1.0,1.0,50.0,50.0,50.0,50.0,0.7458033630094293,0.8120763301849365,0.0003504258956889,0.0,0.2051729089589929,0.1228367090225219,138.99754127182254,123.14279311501744,138.99754127182254,123.14279311501744,885.3594504978017,130.91189753790903,0.3271378778177426,790.3120880687444,49.04618806547616,0.6159944423514274,5.785581116001286,1.0063628777734497,1.620684645767735,0.892645453351612
5842,Eddington Me,Penobscot,Penobscot,1077,US,19463.9,20243.8615,44.8281,-68.6961,-68.675,44.825, ,calibrated,01/01/1980 00:00',02/10/2002 00:00',01/01/1980 00:00',0.843916,0.017028,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,242.320194345338,198.68331909179688,1.2761627519971022,1.277147650718689,2.8412714403165458,2.8173270225524902,0.0067172927684407,0.0040392936207354,1.0,1.0,50.0,50.0,50.0,50.0,0.8222972183385762,0.8479065895080566,1.7126282594895257e-05,0.0,0.1313809824590542,0.1209601759910583,37.16973657026756,37.081901844708575,37.16973657026756,37.081901844708575,1190.7043693573025,143.62139924110357,0.08215150924853276,731.2934091685395,33.89518637888923,0.6143048985606213,5.54840055724353,0.7218969024170954,1.644488531633563,0.614168745818296
5843,Service Creek Or,Columbia,John Day,1077,US,13183.0,13374.11891,44.7937,-120.0067,-120.025,44.775, ,calibrated,01/01/1980 00:00',07/10/2022 00:00',08/10/2002 00:00',0.919755,0.0157371,KGEJSD,NorthAmerica,FraserColumbia,1353.4791235921125,1359.2939453125,0.6658487178974142,0.8081831932067871,1.4757065975877408,1.4576669931411743,0.0281296045390754,0.0244249124079942,1.0,1.0,50.0,50.0,50.0,50.0,0.4948621586845418,0.5148349404335022,0.0015234490342999,0.0,0.5029482142990651,0.4851650595664978,153.73176761588107,141.0483467217941,153.73176761588107,141.0483467217941,629.1884238788576,85.07643520054432,0.38719694542275046,879.954474107454,31.125675415671836,0.6084791547995632,7.116997200217036,0.628761270742872,0.9529565606728143,1.3985547742322706
5844,Kane Wy,Mississippi,Bighorn,1077,US,40823.6,40920.4,44.7586,-108.1815,-108.175,44.775, ,calibrated,01/01/1980 00:00',05/12/2023 00:00',05/12/2003 00:00',0.841442,0.0504826,KGEJSD,NorthAmerica,Mississipi,1951.399610103186,1777.6683959960938,0.6943971660644295,0.7281070351600647,1.0098470694367423,1.004516839981079,0.0222477876259053,0.0129284192807972,1.0,1.0,50.0,50.0,50.0,50.0,0.0885106557105481,0.0053279788699001,0.0069319660384882,0.0,0.899021468716306,0.9795392829477788,407.2962086590629,400.90003683801615,407.2962086590629,400.90003683801615,450.6812565894369,72.43445301195815,0.3180759569146226,916.8704915334827,32.74940663627602,0.5594710128000302,5.508337726125345,0.7611685411254492,1.4992292016725386,2.0344100805788257
5846,Near Jordan Mn,Mississippi,Minnesota,1077,US,41958.0,42567.58,44.693,-93.6419,-93.775,44.625, ,calibrated,01/01/1980 00:00',22/06/2023 00:00',23/06/2003 00:00',0.807238,0.0385781,KGEJSD,NorthAmerica,Mississipi,358.55596180867275,337.3041381835937,1.1300829299598718,1.1468212604522705,1.7164960309419648,1.7669260501861572,0.0020407691664353,0.0011551219504326,1.0,1.0,50.0,50.0,50.0,50.0,0.0598179495548126,0.0383906662464141,0.0006325612493537,0.0,0.9102549198307331,0.9466881420016288,145.66485794293652,136.51173928406303,145.66485794293652,136.51173928406303,864.2949645268199,118.96856405146278,0.41523804850842355,930.8008764689447,59.1776224841853,0.589800805315339,7.399589470978521,1.1607151756298104,1.3690252357902943,1.076948165466329
5847,Near Fruitdale Sd,Mississippi,Belle Fourche,1077,US,11758.6,11876.82,44.6908,-103.7377,-103.775,44.675, ,calibrated,01/01/1980 00:00',19/10/2022 00:00',21/10/1996 00:00',0.73203,0.135191,KGEJSD,NorthAmerica,Mississipi,1384.2549424801264,1386.7318115234375,0.5255659501125807,0.624588131904602,1.5188097496387558,1.6564884185791016,0.0094884041876478,0.0065767194610089,1.0,1.0,50.0,50.0,50.0,50.0,0.1702298301322169,0.054256685078144,0.0007761334448855,0.0,0.8222507887350449,0.930981617063284,193.5817672931884,184.6158787177576,193.5817672931884,184.6158787177576,575.3160706887934,102.27362633271846,0.37931682735445876,1002.9559810984774,60.16654072066846,0.5215248796363062,7.377577976405198,0.9583159332496594,1.1134633436120849,1.7433129929739228
5848,Durand Wi,Mississippi,Chippewa,1077,US,23335.9,23229.17,44.6283,-91.9691,-91.975,44.675, ,calibrated,01/01/1980 00:00',27/10/2022 00:00',28/10/2002 00:00',0.87129,0.0126468,KGEJSD,NorthAmerica,Mississipi,390.7751357437692,387.7022399902344,1.3542335463064967,1.3767396211624146,2.097041239539542,2.094482898712158,0.0023775765569955,0.0018452940275892,1.0,1.0,50.0,50.0,50.0,50.0,0.6689605777170766,0.7509599328041077,0.0002651248976465,0.0,0.2979203893001814,0.1946562528610229,146.6240091219497,138.92423052845464,146.6240091219497,138.92423052845464,922.9711633989865,130.5739233353419,0.3492361332491976,819.4100876307954,48.48343947823792,0.6184847891731357,6.360649304131851,1.013645610575685,1.508390779311264,0.8877959790349125
5849,Near Plainview Sd,Mississippi,Cheyenne,1077,US,56047.6,55376.25,44.5317,-101.9302,-101.925,44.525, ,calibrated,01/01/1980 00:00',27/10/2022 00:00',28/10/2002 00:00',0.792224,0.0369216,KGEJSD,NorthAmerica,Mississipi,1245.0232891029073,1278.0179443359375,0.579302590787698,0.624588131904602,1.4503035562717217,1.434213399887085,0.0082809424900331,0.0061531770043075,1.0,1.0,50.0,50.0,50.0,50.0,0.1038206034516119,0.0067837825044989,0.0019323039732645,0.0,0.8896296738211298,0.989429351873696,204.0268088654552,167.4603520941114,204.0268088654552,167.4603520941114,546.2073274201135,100.42119693716477,0.4129467438885631,1032.7024194092683,63.91331186399389,0.5076281037780308,8.172417271611103,0.9684686563097941,1.020340715322592,1.890678443086811
5850,Below Opal Springs Near Culver Or,Columbia,Crooked,1077,US,11137.0,12429.0007,44.4923,-121.2984,-121.275,44.475, ,calibrated,01/01/1980 00:00',19/01/2022 00:00',20/01/2002 00:00',0.656928,0.141233,KGE,NorthAmerica,FraserColumbia,1351.452063158874,1381.759765625,0.9017475622294874,1.0601619482040403,1.438281739859674,1.349103569984436,0.0149699824871027,0.0115035949274897,1.0,1.0,50.0,50.0,50.0,50.0,0.2231087289644684,0.1462377384305,0.0079141403456017,0.0,0.7636483090252805,0.8371463567018509,299.04780405632874,264.83212844368614,299.04780405632874,264.83212844368614,500.3162332211938,90.42551635308766,0.4188677743173218,924.5676599967355,34.748604401923764,0.5753416853505893,8.175401986241209,0.7198111084805168,0.8299951579575642,1.8479665431682621
5851,North Sidney Me,Coastal,Kennebec,1077,US,13993.8,13770.08333,44.4726,-69.6853,-69.675,44.475, ,calibrated,01/01/1980 00:00',10/11/2022 00:00',11/11/2002 00:00',0.82276,0.0264795,KGEJSD,NorthAmerica,StLawrenceStJohnCoastal,322.66070372448166,341.90333557128906,1.277147650718689,1.277147650718689,2.694716759019736,2.6788347959518437,0.0105805618240722,0.0071983397938311,1.0,1.0,50.0,50.0,50.0,50.0,0.8090210755518356,0.8496378660202026,0.0,0.0,0.135013521918429,0.1155040562152862,46.83576847687997,46.04272464882514,46.83576847687997,46.04272464882514,1173.0910571267295,158.28180036268995,0.09675852568185828,732.323053923178,33.26709248785046,0.6048211417112876,5.476702648841103,0.7162118077989799,1.6501284804617833,0.6242678686144522
5852,Wisconsin Rapids Wi,Mississippi,Wisconsin,1077,US,14037.8,14036.03,44.3947,-89.8254,-89.875,44.375, ,calibrated,01/01/1980 00:00',21/10/2021 00:00',20/10/2001 00:00',0.794625,0.0158299,KGEJSD,NorthAmerica,Mississipi,444.74337183684514,453.63623046875,1.214954350825483,1.15240740776062,2.134668773115158,2.1202683448791504,0.0019549032521414,0.0015065729385241,1.0,1.0,50.0,50.0,50.0,50.0,0.6665971236643908,0.7340414226055145,0.0014486866097961,0.0,0.2847698796310318,0.1900650262832641,133.05083355464006,115.9010923893568,133.05083355464006,115.9010923893568,893.9551760562595,127.63773888232248,0.3278094193049211,803.9514521524687,49.13119098581825,0.6113297143970408,6.098515166234552,0.9992054292417429,1.5363271439274881,0.899319645643926
5853,Near Elm Springs,Mississippi,Belle Fourche,1077,US,18673.9,18599.08,44.3697,-102.566,-102.525,44.375, ,calibrated,01/01/1980 00:00',21/10/2022 00:00',22/10/2002 00:00',0.746541,0.139679,KGEJSD,NorthAmerica,Mississipi,1220.882894114536,1277.0380859375,0.5934586713725177,0.624588131904602,1.5408878706276716,1.6323434114456177,0.0081941881257087,0.0055289198644459,1.0,1.0,50.0,50.0,50.0,50.0,0.1267620602911774,0.0099416393786668,0.0053201564634382,0.0,0.8609917376386633,0.9791510701179504,150.36614391992254,133.0500371039314,150.36614391992254,133.0500371039314,562.9569986226326,105.02656736886794,0.39444580308395516,1011.3356662112832,62.19681084950402,0.5258208425052966,7.767400830961438,0.9959601579473433,1.0803143179549308,1.796470545149422
