ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,long,LISFLOOD_X,LISFLOOD_Y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,Basin,CalChanMan1,CalChanMan3,GwLoss,GwPercValue,LZThreshold,LakeMultiplier,LowerZoneTimeConstant,PowerPrefFlow,SnowMeltCoef,TransSub,UpperZoneTimeConstant,b_Xinanjiang
8475,Krokodil River at Vlakfontein,Limpopo,Krokodil,1093,ZA,653.0,637.5,-25.89275,27.91483,27.875,-25.925, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',04/11/2000 00:00',0.483387,0.0875273,KGEJSD,Africa,Limpopo,4.824,1.0,0.217178,1.75233,17.9804,1.0,277.488,0.875572,5.18593,0.0768572,40.0,1.51532
8484,Krokodil River at Vaalkop,Limpopo,Krokodil,1093,ZA,12560.0,12704.1,-25.20631,27.55794,27.575,-25.225, ,calibrated,01/01/1984 00:00',31/01/2023 00:00',21/05/1999 00:00',0.607196,0.0314811,KGEJSD,Africa,Limpopo,4.9129,1.0,0.195585,1.81704,16.324,1.0,365.626,1.94836,4.0,0.0679596,9.50512,1.97253
8485,Apies River at Rondavel,Limpopo,Apies,1093,ZA,625.0,583.9,-25.47086,28.26378,28.275,-25.475, ,calibrated,02/05/1984 00:00',31/01/2023 00:00',15/03/2001 00:00',0.588153,0.0994197,KGEJSD,Africa,Limpopo,5.0,1.0,0.0,2.0,25.7514,1.0,277.767,0.5,4.0,0.0629693,32.5665,0.164373
8489,Groot-Marico River at Eerstepoort,Limpopo,Groot-Marico,1093,ZA,8685.0,8670.5,-24.86872,26.45408,26.475,-24.875, ,calibrated,01/01/1980 00:00',31/10/1984 00:00',01/01/1980 00:00',0.798137,0.294044,KGEJSD,Africa,Limpopo,0.56236,1.0,0.755368,1.27412,20.8931,1.0,141.669,5.2478,4.0,7.08686e-06,12.1741,0.01
8492,Matlabas River at Haarlem East,Limpopo,Matlabas,1093,ZA,1046.0,1011.8,-24.16053,27.47969,27.475,-24.175, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',17/09/2002 00:00',0.621139,0.533342,KGE,Africa,Limpopo,1.56412,1.0,0.748082,0.871468,15.8543,1.0,695.221,0.732966,4.0,0.0923946,8.63792,1.6752
8493,Mokolo River at Dwaalhoek,Limpopo,Mokolo,1093,ZA,3786.0,3961.3,-24.08066,27.77267,27.775,-24.075, ,calibrated,03/01/1980 00:00',28/02/2023 00:00',10/01/2003 00:00',0.527073,0.467396,KGE,Africa,Limpopo,0.5,1.0,0.610129,0.644335,4.49352,1.0,496.48,0.785265,4.0,0.0517942,9.49106,0.927703
8496,Mogol River,Limpopo,Mogol,1093,ZA,8364.0,8449.2,-23.23569,27.71696,27.725,-23.275, ,calibrated,02/03/2004 00:00',31/01/2015 00:00',02/03/2004 00:00',0.677546,0.412177,KGE,Africa,Limpopo,4.87707,1.0,0.240704,1.99439,28.4029,1.0,40.0,1.2573,4.0,0.00775574,28.6874,0.240196
8498,Palala River at Muisvogelkraal,Limpopo,Palala,1093,ZA,629.0,647.1,-23.98181,28.39993,28.425,-23.975, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',09/07/2002 00:00',0.53969,0.0767672,KGEJSD,Africa,Limpopo,3.56916,1.0,0.278294,0.924825,0.0,1.0,259.238,0.526826,4.0,0.0875079,9.68694,1.42433
8507,Sterk River at Appingen Dam,Limpopo,Sterk,1093,ZA,1335.0,1265.2,-23.98141,28.69562,28.675,-23.975, ,calibrated,02/12/1995 00:00',31/08/2022 00:00',23/08/2002 00:00',0.553063,0.203568,KGEJSD,Africa,Limpopo,2.12132,1.0,0.00723289,0.109333,0.781606,1.0,226.869,1.83748,4.0,0.0657148,3.52835,0.0159474
8511,Sand River at Pietersburg,Limpopo,Sand,1093,ZA,522.0,563.5,-23.88294,29.43149,29.425,-23.875, ,calibrated,02/12/1991 00:00',22/01/2018 00:00',09/06/1997 00:00',0.345359,0.154193,KGEJSD,Africa,Limpopo,0.540617,1.0,0.136396,1.59072,6.55015,1.0,490.358,6.84074,4.0,0.0989476,0.0557242,0.04193
8512,Limpopo River at Beit Bridge,Limpopo,Limpopo,1093,ZA,202985.0,202730.6,-22.22718,29.99035,29.975,-22.225, ,calibrated,01/01/2011 00:00',28/02/2023 00:00',01/01/2011 00:00',0.756003,0.0510272,KGEJSD,Africa,Limpopo,1.45551,1.0,0.89941,0.89941,4.72813,1.0,186.008,7.55324,4.0,0.126712,28.2683,3.05985
8514,Sand River at Waterpoort,Limpopo,Sand,1093,ZA,7712.0,7747.5,-22.91019,29.61103,29.625,-22.925, ,calibrated,02/07/2002 00:00',31/08/2022 00:00',15/08/2002 00:00',0.364486,0.563749,KGE,Africa,Limpopo,1.51579,1.0,0.328644,1.30427,20.9172,1.0,418.397,3.36102,4.0,0.0697809,1.37264,0.385324
8520,Luvuvhu River at Mhinga,Limpopo,Luvuvhu,1093,ZA,2268.0,2327.3,-22.76851,30.88925,30.875,-22.775, ,calibrated,02/12/1987 00:00',31/08/2022 00:00',04/03/2002 00:00',0.678062,0.0263883,KGEJSD,Africa,Limpopo,1.03202,1.0,0.03858,0.384746,12.5399,1.0,171.702,3.40667,4.0,0.0420729,18.3086,0.393756
8521,Mutale River at Kruger National Park,Limpopo,Mutale,1093,ZA,1776.0,1906.9,-22.43773,31.07783,31.025,-22.425, ,calibrated,02/12/1988 00:00',30/06/2022 00:00',20/04/1995 00:00',0.674343,0.0472174,KGEJSD,Africa,Limpopo,0.5,1.0,0.00892932,0.307888,9.80198,1.0,140.451,2.31315,4.0,0.0345992,13.2178,0.369795
8528,Olifants River at Wolwekrans,Olifants,Olifants,1093,ZA,3256.0,3237.5,-26.00655,29.25402,29.275,-26.025, ,calibrated,01/01/1980 00:00',12/11/2019 00:00',06/07/1999 00:00',0.429162,0.353832,KGE,Africa,Limpopo,3.83674,1.0,0.992174,1.35302,4.71089,1.0,441.269,1.42528,5.25946,0.0556777,2.67904,0.645934
8529,Little Olifants River at Rondebosh,Olifants,Little,1093,ZA,1503.0,1553.2,-25.80862,29.5864,29.575,-25.825, ,calibrated,01/01/1980 00:00',28/02/2022 00:00',01/03/2002 00:00',0.430146,0.133349,KGEJSD,Africa,Limpopo,1.70029,1.0,0.156818,0.584455,11.4546,1.0,536.953,1.39847,4.0,0.130286,3.1609,1.41939
8536,Bronkhorstspruit at Bronkhorstspruit,Olifants,Bronkhorstspruit,1093,ZA,1574.0,1608.0,-25.79916,28.73591,28.725,-25.775, ,calibrated,02/09/1982 00:00',30/04/2022 00:00',22/01/2002 00:00',0.480733,0.347094,KGE,Africa,Limpopo,0.5,1.0,0.721067,0.768579,3.99602,1.0,677.624,2.65719,4.0,0.0141842,7.44876,0.139157
8544,Wilger River at Waterval,Olifants,Wilger,1093,ZA,4293.0,4244.8,-25.57877,29.12747,29.125,-25.575, ,calibrated,02/04/2005 00:00',30/04/2022 00:00',02/04/2005 00:00',0.625621,0.0626064,KGEJSD,Africa,Limpopo,0.5,1.0,0.00840599,0.355382,11.3115,1.0,128.788,2.19786,4.0,0.0644642,6.18176,0.384345
8549,Moses River at Uitspanning,Olifants,Moses,1093,ZA,971.0,1031.0,-25.27225,29.18069,29.125,-25.275, ,calibrated,02/04/1980 00:00',30/04/2022 00:00',03/03/2002 00:00',0.444399,0.283721,KGE,Africa,Limpopo,2.74197,1.0,0.36902,0.388297,5.79237,1.0,489.742,3.01795,4.0,0.0284972,4.19547,0.849436
8552,Eagle's Flight,Olifants,Eagle's,1093,ZA,16421.0,16414.9,-24.98036,29.37597,29.375,-24.975, ,calibrated,03/08/2007 00:00',30/04/2022 00:00',03/08/2007 00:00',0.540208,0.125313,KGEJSD,Africa,Limpopo,0.5,1.0,0.778318,0.778318,5.1278,1.0,660.103,0.653026,4.0,0.073082,8.57818,3.40866
8553,Steelpoort River at Buffelskloof,Olifants,Steelpoort,1093,ZA,2479.0,2312.4,-25.02911,29.8558,29.825,-25.025, ,calibrated,05/01/1980 00:00',31/01/2023 00:00',15/05/2002 00:00',0.648466,0.0381903,KGEJSD,Africa,Limpopo,2.13374,1.0,0.292276,1.02441,11.2237,1.0,277.607,0.893918,6.26372,0.0929379,15.4239,0.52472
8557,Dorps River at Lydenburg Nat Res,Olifants,Dorps,1093,ZA,526.0,642.1,-25.07513,30.43908,30.425,-25.075, ,calibrated,01/01/1980 00:00',30/04/2022 00:00',26/03/2000 00:00',0.677306,0.0131011,KGEJSD,Africa,Limpopo,2.17016,1.0,0.263795,1.09682,7.38841,1.0,322.455,1.66405,6.0216,0.0666423,16.9007,0.523364
8565,Blyde River at Driehoek,Olifants,Blyde,1093,ZA,2204.0,2184.9,-24.51752,30.83174,30.825,-24.475, ,calibrated,01/01/1980 00:00',31/12/2022 00:00',26/11/2002 00:00',0.366771,0.169995,KGEJSD,Africa,Limpopo,2.08747,1.0,0.387998,2.0,5.89753,1.0,406.748,1.06043,6.31002,0.0469156,3.29154,1.62513
8574,Ga-Selati River at Loole,Olifants,Ga-Selati,1093,ZA,2268.0,2395.2,-24.03642,31.12821,31.125,-24.025, ,calibrated,02/11/1988 00:00',30/06/2022 00:00',04/01/1999 00:00',0.435148,0.0644537,KGEJSD,Africa,Limpopo,0.545692,1.0,0.258131,1.92893,17.9002,1.0,449.628,0.655877,4.0,0.133518,38.4333,0.159852
8575,Timbavati River at Piet Grobler Dam Kruger National Park,Olifants,Timbavati,1093,ZA,936.0,1038.8,-24.231,31.634,31.625,-24.275, ,calibrated,03/12/1988 00:00',30/06/2022 00:00',17/12/1997 00:00',0.359425,0.810162,KGE,Africa,Limpopo,1.32172,1.0,0.335891,1.54311,2.9824,1.0,66.7643,2.62569,4.0,0.122741,39.1033,1.94655
8581,Great-Letaba River at Prieska,Olifants,Great-Letaba,1093,ZA,2619.0,2652.3,-23.64701,30.71844,30.725,-23.675, ,calibrated,02/01/1980 00:00',31/01/2023 00:00',03/12/2002 00:00',0.230264,0.166855,KGEJSD,Africa,Limpopo,0.628135,1.0,0.00428985,0.01,9.44055,1.0,278.435,2.21112,4.0,0.0380516,4.62334,0.88193
8584,Little-Letaba River at Locatie Van Tabaan,Olifants,Little-Letaba,1093,ZA,2988.0,3254.0,-23.28101,30.54309,30.525,-23.275, ,calibrated,02/09/1986 00:00',30/06/2022 00:00',06/06/1998 00:00',0.0852858,0.345158,KGE,Africa,Limpopo,0.5,1.0,0.757204,2.0,17.9308,1.0,304.642,5.15543,4.0,0.15,0.01,0.979366
8586,Shisha River at Vlakteplaas Kruger National Park,Olifants,Shisha,1093,ZA,648.0,711.0,-22.83854,31.23709,31.225,-22.825, ,calibrated,17/12/1980 00:00',31/01/2023 00:00',31/12/2002 00:00',0.162579,0.779368,KGE,Africa,Limpopo,3.14813,1.0,0.323579,1.33524,22.3983,1.0,311.366,1.66912,4.0,0.00635522,2.93977,1.20249
8587,Shingwidzi River at Silwervis Kruger National Park,Olifants,Shingwidzi,1093,ZA,810.0,765.5,-23.21628,31.22354,31.175,-23.225, ,calibrated,02/12/1983 00:00',30/06/2022 00:00',30/06/2002 00:00',0.668148,0.82954,KGE,Africa,Limpopo,4.31991,1.0,0.0021206,0.647735,7.97245,1.0,412.027,2.87131,4.0,0.124227,0.01,1.3901
8589,Mphongola River at Sirheni Kruger National Park,Olifants,Mphongola,1093,ZA,739.0,767.0,-22.95096,31.23374,31.175,-22.925, ,calibrated,02/12/1983 00:00',31/01/2013 00:00',15/03/1991 00:00',0.491073,0.793406,KGEJSD,Africa,Limpopo,0.5,1.0,0.0627763,1.58303,10.0356,1.0,609.099,7.97952,4.0,0.0949095,35.4909,1.00451
8593,Waterval River at Branddrift,Vaal,Waterval,1093,ZA,901.0,855.975552,-26.62792,29.02453,29.025,-26.575, ,calibrated,01/01/1980 00:00',31/01/2023 00:00',11/03/1980 00:00',0.33377,0.126708,KGEJSD,Africa,Orange,1.94228,1.0,0.269325,1.59151,17.1033,1.0,542.039,2.88187,3.77951,0.0709773,0.959548,1.49509
8595,Blesbok Spruit at Rietvley,Vaal,Blesbok,1093,ZA,1104.0,1103.4144,-26.77589,29.5415,29.525,-26.775, ,calibrated,01/01/1980 00:00',31/01/2023 00:00',16/02/1982 00:00',0.223173,0.343253,KGE,Africa,Orange,3.93696,1.0,0.811681,1.03165,20.006,1.0,220.226,8.0,3.46712,0.0925556,0.01,1.72451
8596,Vaal River at Goedgeluk,Vaal,Vaal,1093,ZA,4720.0,4713.235456,-26.84108,29.72336,29.725,-26.875, ,calibrated,01/01/1980 00:00',31/01/2023 00:00',25/04/1982 00:00',0.5335,0.552295,KGE,Africa,Orange,3.14292,1.0,1.0,1.0,18.2072,1.0,277.125,1.58382,4.05518,0.0515268,6.09126,1.70301
8597,Waterval River at Elandslaagte,Vaal,Waterval,1093,ZA,2212.0,2316.581376,-26.86133,28.88461,28.875,-26.875, ,calibrated,01/01/1980 00:00',31/01/2023 00:00',21/04/1981 00:00',0.390887,0.145591,KGEJSD,Africa,Orange,1.94228,1.0,0.269325,1.59151,17.1033,1.0,542.039,2.88187,3.77951,0.0709773,0.959548,1.49509
8603,Mooi River at Witrand,Vaal,Mooi,1093,ZA,3820.0,3735.481344,-26.64428,27.09033,27.075,-26.675, ,calibrated,01/01/1980 00:00',28/02/2023 00:00',09/08/1981 00:00',0.280335,0.0971421,KGEJSD,Africa,Orange,4.69789,1.0,0.137306,1.95839,20.6343,1.0,493.329,3.39865,2.88418,0.104887,39.4893,0.0293992
8605,Suikerbosrant River at Uitvlugt,Vaal,Suikerbosrant,1093,ZA,3474.0,3590.235648,-26.67075,28.03044,28.075,-26.675, ,calibrated,29/11/1995 00:00',26/10/2017 00:00',29/11/1995 00:00',0.691195,0.0736942,KGEJSD,Africa,Orange,4.42437,1.0,0.216348,1.47661,5.84279,1.0,261.39,0.870793,6.11505,0.127848,27.6371,0.0549845
8615,Leeudoring Spruit at Klipspruit,Vaal,Leeudoring,1093,ZA,860.0,878.862208,-27.37,26.35083,26.325,-27.325, ,calibrated,01/01/1980 00:00',29/02/2008 00:00',01/01/1980 00:00',0.429794,0.536422,KGE,Africa,Orange,2.16622,1.0,0.771026,0.910807,15.6706,1.0,359.071,3.73717,4.70306,0.0569267,8.44795,0.127254
8616,Makwassie Spruit at Vliegekraal,Vaal,Makwassie,1093,ZA,1101.0,1126.169728,-27.49138,26.07444,26.075,-27.475, ,calibrated,01/01/1980 00:00',31/05/2008 00:00',01/01/1980 00:00',0.245865,0.527419,KGEJSD,Africa,Orange,3.15922,1.0,0.518403,0.735079,17.0754,1.0,539.543,5.25222,4.34648,0.00494252,10.9529,1.30838
8621,Skoon Spruit at Goedgenoeg,Vaal,Skoon,1093,ZA,5969.0,5861.656576,-26.98472,26.63228,26.675,-26.925, ,calibrated,02/09/1986 00:00',31/01/2008 00:00',02/09/1986 00:00',0.55627,0.286726,KGE,Africa,Orange,4.15548,1.0,0.516479,0.967936,12.5014,1.0,357.827,2.29979,5.00331,0.0512847,8.15508,0.269886
8633,Harts River at Taung,Vaal,Harts,1093,ZA,10745.0,10775.35232,-27.5735,24.74598,24.775,-27.575, ,calibrated,01/01/1980 00:00',31/10/2022 00:00',30/03/1981 00:00',0.278376,0.17444,KGE,Africa,Orange,4.97064,0.526494,0.77265,0.879652,26.6425,1.0,645.41,1.11205,4.41396,0.089987,37.5492,0.39818
8634,Vet River at Vaalkoppies,Vaal,Vet,1093,ZA,7006.0,7013.764096,-28.14444,26.41805,26.425,-28.125, ,calibrated,02/10/2003 00:00',30/11/2022 00:00',02/10/2003 00:00',0.49231,0.0621357,KGEJSD,Africa,Orange,2.01616,1.0,0.370521,1.1842,27.1618,1.0,412.551,1.79449,5.81009,0.0616429,5.05228,1.34803
8635,Sand River at Bloudrif,Vaal,Sand,1093,ZA,6976.0,6959.990784,-28.11722,26.71916,26.725,-28.125, ,calibrated,02/12/1995 00:00',30/09/2022 00:00',02/12/1995 00:00',0.411149,0.597987,KGE,Africa,Orange,1.00369,1.0,0.570536,0.935057,9.73118,1.0,210.837,2.378,4.62424,0.138268,3.51191,0.581877
8639,Riet River at Riviera,Vaal,Riet,1093,ZA,593.0,616.038208,-29.81254,26.21185,26.225,-29.825, ,calibrated,01/01/1980 00:00',25/03/1986 00:00',01/01/1980 00:00',0.223883,0.814488,KGEJSD,Africa,Orange,4.38954,1.0,0.824975,1.98199,28.5038,1.0,315.105,2.52901,4.46172,0.15,3.00637,0.01
8641,Riet River at Kromdraai,Vaal,Riet,1093,ZA,2372.0,2598.928384,-29.65805,25.97277,25.975,-29.675, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',01/03/1982 00:00',0.516639,0.539164,KGEJSD,Africa,Orange,1.13187,1.0,0.492924,1.78844,2.33213,1.0,320.116,3.65147,4.85897,1.16205e-05,4.61125,0.983637
8645,Modder River at Glen,Vaal,Modder,1093,ZA,4530.0,4554.645504,-28.94861,26.32111,26.325,-28.925, ,calibrated,02/12/1999 00:00',31/12/2022 00:00',02/12/1999 00:00',0.486637,0.39653,KGE,Africa,Orange,3.9552,1.0,0.334913,1.25195,22.6532,1.0,382.627,3.254,4.90259,0.0793031,20.8149,2.10614
8646,Renoster Spruit at Bishop's Glen,Vaal,Renoster,1093,ZA,688.0,673.820032,-28.96666,26.33277,26.325,-29.025, ,calibrated,02/11/1995 00:00',31/12/2022 00:00',02/11/1995 00:00',0.623808,0.0616873,KGEJSD,Africa,Orange,4.96316,1.0,0.079608,1.50402,24.5636,1.0,271.365,1.43109,5.81978,0.122448,30.8446,0.111251
8648,Vals River at Roodewal,Vaal,Vals,1093,ZA,5674.0,5702.436352,-27.44138,26.98583,27.025,-27.425, ,calibrated,01/01/1980 00:00',31/08/2021 00:00',20/03/1981 00:00',0.476103,0.493325,KGE,Africa,Orange,5.0,1.0,0.391614,0.596482,10.2556,1.0,380.842,6.3113,5.37297,0.10982,1.81633,1.4247
8654,Vals River at Lindley,Vaal,Vals,1093,ZA,1107.0,1116.352128,-27.8725,27.91416,27.925,-27.875, ,calibrated,02/11/2002 00:00',31/12/2021 00:00',02/11/2002 00:00',0.55136,0.266585,KGEJSD,Africa,Orange,1.22134,1.0,0.207233,0.723382,14.6578,1.0,334.87,2.412,5.13014,0.0717537,4.08763,1.2382
8655,Heuning Spruit at Dankbaar,Vaal,Heuning,1093,ZA,914.0,930.780608,-27.35611,27.28555,27.275,-27.375, ,calibrated,01/01/1980 00:00',31/07/2022 00:00',16/03/1982 00:00',0.507737,0.703108,KGEJSD,Africa,Orange,3.79354,1.0,0.530507,0.916578,16.7819,1.0,277.711,3.78824,3.77558,0.0996703,4.03232,0.01
8657,Renoster River at Arriesrust,Vaal,Renoster,1093,ZA,5758.0,5728.080384,-27.04628,27.00464,26.975,-27.025, ,calibrated,01/01/1980 00:00',30/09/2022 00:00',25/01/1981 00:00',0.414691,0.495989,KGE,Africa,Orange,4.87478,1.0,0.921449,1.61784,21.7284,1.0,464.917,4.16269,4.22199,0.00779309,5.65266,1.10415
8659,Cornelis River at Warden,Vaal,Cornelis,1093,ZA,806.0,845.94816,-27.845,28.96222,28.975,-27.875, ,calibrated,01/01/1980 00:00',30/04/2022 00:00',01/01/1980 00:00',0.49973,0.470983,KGE,Africa,Orange,1.00422,1.0,0.769142,1.11229,21.6481,1.0,240.217,3.84527,2.93093,0.0641668,3.04685,0.698933
8661,Elands River at Elands River Drift,Vaal,Elands,1093,ZA,696.0,650.49824,-28.37583,28.86027,28.825,-28.425, ,calibrated,01/01/1980 00:00',31/01/2023 00:00',11/12/1981 00:00',0.351674,0.114794,KGE,Africa,Orange,3.72082,1.0,0.996402,1.93087,11.4229,1.0,302.807,6.48427,5.64923,0.15,0.01,0.635271
8672,Meul River at The Willows,Vaal,Meul,1093,ZA,1656.0,1716.162176,-28.02305,28.99472,28.975,-28.025, ,calibrated,05/01/1980 00:00',30/11/2022 00:00',05/01/1980 00:00',0.560359,0.516478,KGE,Africa,Orange,3.50872,1.0,0.372624,0.603183,13.8512,1.0,408.858,1.9275,4.6008,0.0704746,4.45332,1.85983
8675,Wilge River at Bavaria,Vaal,Wilge,1093,ZA,7497.0,7482.763264,-27.80277,28.7675,28.775,-27.825, ,calibrated,02/01/1989 00:00',30/11/2022 00:00',02/01/1989 00:00',0.537639,0.0833085,KGEJSD,Africa,Orange,2.99818,1.0,0.366427,1.21542,30.0,1.0,431.49,1.3298,5.73922,0.0635716,10.0216,0.632445
8680,Wonderboom Spruit at Diepkloof,Orange,Wonderboom,1093,ZA,2388.0,2454.336,-31.00111,26.35305,26.325,-31.025, ,calibrated,02/01/1980 00:00',30/11/2022 00:00',16/09/1981 00:00',0.530436,0.171722,KGEJSD,Africa,Orange,0.619122,1.0,0.33966,1.99142,14.6661,1.0,376.655,3.00759,4.54082,0.0893623,3.81183,0.383729
8681,Orange River at Aliwal-North,Orange,Orange,1093,ZA,36975.0,37468.83994,-30.67833,26.71638,26.725,-30.675, ,calibrated,01/01/2002 00:00',28/02/2023 00:00',01/01/2002 00:00',0.792267,0.0402663,KGEJSD,Africa,Orange,5.0,1.0,0.672234,0.771994,16.6636,1.0,200.28,2.66105,3.08841,0.055822,4.84804,2.14965
8683,Kornet Spruit at Maghaleen,Orange,Kornet,1093,ZA,2990.0,3000.502272,-30.15972,27.40138,27.425,-30.125, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',01/01/1980 00:00',0.644992,0.0199231,KGEJSD,Africa,Orange,4.84722,1.0,0.364827,0.95104,13.4269,1.0,493.124,1.45637,4.80567,0.07544,9.31695,2.7905
8686,Kraai River at Roodewal,Orange,Kraai,1093,ZA,8664.0,8838.339584,-30.83055,26.92055,26.925,-30.825, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',27/08/1981 00:00',0.648862,0.0450213,KGEJSD,Africa,Orange,5.0,1.0,0.402719,0.995444,8.30676,1.0,308.675,2.88757,4.71784,0.0873487,6.44006,1.3278
8690,Senqu River at Polihali,Orange,Senqu,1093,LS,3166.0,3260.97664,-29.29666,28.85555,28.875,-29.325, ,calibrated,02/01/2014 00:00',31/01/2023 00:00',02/01/2014 00:00',0.684991,0.0428651,KGEJSD,Africa,Orange,2.8397,1.0,0.896382,1.59713,5.05533,1.0,167.118,5.52951,6.42746,0.134549,2.89234,0.252332
8694,Meul Spruit at Mpharane,Orange,Meul,1093,ZA,1082.0,1137.70752,-28.88055,27.835,27.825,-28.875, ,calibrated,02/11/1991 00:00',30/11/2022 00:00',02/11/1991 00:00',0.394693,0.477528,KGE,Africa,Orange,2.08991,1.0,1.0,1.26678,8.30533,1.0,330.622,7.19514,5.14733,0.144976,0.01,0.01
8695,Caledon River at Ficksburg,Orange,Caledon,1093,ZA,3857.0,3870.514944,-28.88388,27.88944,27.875,-28.875, ,calibrated,02/11/1991 00:00',31/08/2022 00:00',02/11/1991 00:00',0.686526,0.233418,KGE,Africa,Orange,3.67663,1.0,0.516239,0.828035,18.6584,1.0,221.007,1.11241,4.72976,0.057349,12.8019,3.0228
8699,Seekoei River at De Eerstepoort,Orange,Seekoei,1093,ZA,8266.0,8429.78304,-30.53472,24.9625,24.925,-30.525, ,calibrated,02/07/1980 00:00',31/01/2023 00:00',21/01/1983 00:00',0.485737,0.420502,KGEJSD,Africa,Orange,0.599804,1.0,0.706347,0.882968,7.26136,1.0,484.778,1.10361,5.64355,0.147669,24.6942,2.6275
8703,Fish River at Hardeheuwel,Orange,Fish,1093,ZA,1509.0,1490.676224,-31.80686,20.35805,20.375,-31.825, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',06/12/1982 00:00',0.205836,0.733124,KGE,Africa,Orange,4.9448,1.0,0.21037,1.54057,17.101,1.0,40.0,7.38845,4.17464,0.000430398,25.3971,3.79156
8704,Renoster River at Bonekraal,Orange,Renoster,1093,ZA,1658.0,1725.48224,-31.81547,20.57805,20.575,-31.825, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',27/05/1982 00:00',0.382998,0.583281,KGEJSD,Africa,Orange,3.25949,1.0,0.0,0.447857,14.3093,1.0,504.475,2.9962,4.68211,0.0328931,19.8183,3.68142
8705,Sak River at Windhoek,Orange,Sak,1093,ZA,13087.0,13261.71955,-31.36633,21.32225,21.325,-31.375, ,calibrated,01/01/1980 00:00',31/03/1998 00:00',01/01/1980 00:00',0.0462215,0.925788,KGEJSD,Africa,Orange,2.76661,1.0,0.344552,1.43074,23.2375,1.0,244.837,3.2985,4.96481,0.121713,32.4072,4.55286
8706,Sak River at Hol Pads Leegte,Orange,Sak,1093,ZA,40426.0,37989.13434,-30.47471,20.51917,20.525,-30.475, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',27/03/1982 00:00',0.376645,0.684455,KGEJSD,Africa,Orange,5.0,1.0,0.0,0.0458242,20.1228,1.0,476.822,0.5,5.16026,0.108647,28.8573,0.575457
8707,Renoster River at Leeuwenkuil,Orange,Renoster,1093,ZA,8938.0,9003.723776,-31.43716,20.47416,20.475,-31.425, ,calibrated,09/09/1987 00:00',31/03/2023 00:00',09/09/1987 00:00',0.496137,0.555635,KGE,Africa,Orange,2.8331,1.0,0.618001,0.734299,12.1671,1.0,588.798,1.70913,2.5,0.0161216,23.4582,2.53595
8708,Orange River at Prieska,Orange,Orange,1093,ZA,337690.0,330864.1321,-29.65171,22.74591,22.725,-29.675, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',10/03/1981 00:00',0.674715,0.141346,KGE,Africa,Orange,4.15548,1.0,0.516479,0.967936,12.5014,1.0,357.827,2.29979,5.00331,0.0512847,8.15508,0.269886
8709,Orange River at Upington,Orange,Orange,1093,ZA,362200.0,355519.6928,-28.4579,21.23923,21.275,-28.475, ,calibrated,01/01/1980 00:00',31/03/2023 00:00',21/06/1981 00:00',0.698209,0.0620844,KGEJSD,Africa,Orange,4.15548,1.0,0.516479,0.967936,12.5014,1.0,357.827,2.29979,5.00331,0.0512847,8.15508,0.269886
8712,Orange River at Sendelingsdrif,Orange,Orange,1093,ZA,985370.0,885210.4151,-28.07583,16.89833,16.875,-28.075, ,calibrated,02/06/2014 00:00',21/10/2020 00:00',02/06/2014 00:00',0.38752,0.0437257,KGEJSD,Africa,Orange,1.35013,1.0,0.690805,1.19107,5.07244,1.0,573.554,4.9202,4.0,0.000334973,18.8023,0.269375
8714,Olifants River at Citrusdal,Olifants/Doorn,Olifants,1093,ZA,908.0,804.0,-32.59638,19.00833,19.025,-32.625, ,calibrated,02/07/1992 00:00',31/10/2022 00:00',24/10/2002 00:00',0.177131,0.206892,KGEJSD,Africa,SouthAfrica_WestCoast,0.929012,1.0,0.000350295,0.0205457,27.823,1.0,84.2545,0.501686,6.5,5.78873e-05,4.8757,1.80238
8716,Doring River at Elands Drift,Olifants/Doorn,Doring,1093,ZA,6903.0,6428.9,-32.50277,19.535,19.525,-32.525, ,calibrated,01/01/1980 00:00',30/11/2022 00:00',22/10/2002 00:00',0.691757,0.245872,KGE,Africa,SouthAfrica_WestCoast,1.75538,1.0,0.400269,0.435781,2.94743,1.0,65.6845,1.14917,3.84117,0.0,3.82407,3.97268
8719,Troe-Troe River at Farm 256,Olifants/Doorn,Troe-Troe,1093,ZA,746.0,736.4,-31.62583,18.69472,18.725,-31.625, ,calibrated,02/02/1982 00:00',31/10/2022 00:00',01/11/2002 00:00',0.719107,0.884189,KGE,Africa,SouthAfrica_WestCoast,3.00527,1.0,0.543947,0.684382,10.405,1.0,436.545,1.76194,4.0,0.0523305,1.29136,4.27496
