ID,name,basin,river,provider,iso,DrainageArea_prov,DrainageArea_LDD,lat,lon,grid_x,grid_y,SourceGlo,GlofasV5,Obs_start,Obs_end,Split_date_CALstart,KGEmod,JSD,Function,Region,elv_mean,elv_median,laii_mean,laii_median,laif_mean,laif_median,gradient_mean,gradient_median,lusemask_mean,lusemask_median,soildepth1_f_mean,soildepth1_f_median,soildepth1_o_mean,soildepth1_o_median,fracforest_mean,fracforest_median,fracirrigated_mean,fracirrigated_median,fracother_mean,fracother_median,ksat1_f_mean,ksat1_f_median,ksat1_o_mean,ksat1_o_median,tp_mean_annual,tp_std_interann,tp_seasonality,eT0_mean_annual,eT0_std_interann,eT0_seasonality,ta_mean,ta_std_interann,ta_seasonality,aridity_index,param_CalChanMan1,param_CalChanMan3,param_GwLoss,param_GwPercValue,param_LZThreshold,param_LakeMultiplier,param_LowerZoneTimeConstant,param_PowerPrefFlow,param_SnowMeltCoef,param_TransSub,param_UpperZoneTimeConstant,param_b_Xinanjiang,glacier_frac,q_mean_annual,q_seasonality,q_cv,eta_mean_annual,eta_seasonality,swe_mean_annual,sf_mean_annual,sf_seasonality,rain_mean_annual,rain_seasonality,smlt_mean_annual,smlt_seasonality,perc_mean_annual,perc_seasonality,qb_up_mean_annual,qb_up_seasonality,qb_low_mean_annual,qb_low_seasonality,gwloss_mean_annual,gwloss_seasonality,lz_mean_annual,uz_mean_annual,theta_mean_annual,theta2_mean_annual,theta3_mean_annual
245,Korvingrad,Danube,Juzna Morava,1020,RS,9396.0,9309.73,43.219521,21.838303,21.825,43.225,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.801984,0.0359386,KGEJSD,Europe,666.4875968082553,644.62646484375,1.1271184698961678,1.1192339062690737,2.3959547755905,2.418949007987976,0.0244728780540479,0.0198924960568547,1.0,1.0,50.0,50.0,50.0,50.0,0.5839425344781131,0.6437649130821228,0.0010720760317975,0.0,0.3925618099877168,0.343417671918869,114.87205063695382,113.40455532977111,114.87205063695382,113.40455532977111,729.2562401992811,122.97671573874742,0.167505104238219,815.025520853774,45.632036974317245,0.6031082047817345,10.764707570752751,0.6227566361001515,0.6178535833397956,1.1176119941477018,4.98216,1.0,0.580599,1.14292,10.7791,1.0,282.415,1.32651,4.70348,0.000116878,15.906,2.8848,0.0,45.96552272445805,0.4450720120824486,0.3566119296292135,438.6909165565981,0.6626144183593118,4.715978359298292,106.90061262471532,1.070101208671405,622.2908870192665,0.2586572090600711,108.1278088085575,1.073851152092986,157.38959244251004,0.1955361051210609,86.24293213647529,0.5626315988788358,57.11585447312304,0.1725360305967388,99.74948176002516,0.029042441841824,25.597141459906435,4.319703713556543,0.2892726104800442,0.2089123840136431,0.2250252944683342
246,Mojsinje,Danube,Juzna Morava,1020,RS,15390.0,15535.94,43.63055,21.485787,21.525,43.625,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.806026,0.0462962,KGEJSD,Europe,676.7935644216312,660.3363952636719,1.1100611364834767,1.0955379009246826,2.362573501192786,2.36441969871521,0.025280216459707,0.0206828545778989,1.0,1.0,50.0,50.0,50.0,50.0,0.5568882065017629,0.5751237571239471,0.0006612735855967,0.0,0.4206569937676406,0.4148192527294159,114.83383969642956,112.90601920494,114.83383969642956,112.90601920494,725.351042147633,124.89390255098644,0.1589566544052707,802.3901082717043,44.968088722121365,0.6043438336998823,10.51698136818758,0.6255496258948328,0.6379253437403278,1.1062093547090972,4.98994,1.0,0.385659,0.799567,8.95728,1.0,96.4835,0.937226,3.84573,0.0,18.092,2.65079,0.0,79.53403056597485,0.4142357648015293,0.3512228562246437,427.2671308384036,0.6645445237505008,5.493455390663582,111.82966489444668,1.0615824871137274,613.4664723259751,0.2750341623200623,113.15101487780495,1.0609348856465737,163.2522730616161,0.1905701691795187,96.41771440705436,0.5170436873780931,58.866672594255554,0.1734523451873929,103.92816840795402,0.0316013147167102,26.175805151903507,4.36108913413472,0.287396537902582,0.207087507068668,0.2223341410924989
247,Doljevac,Danube,Toplica,1020,RS,2052.0,2055.29,43.20241,21.830671,21.825,43.175,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.731199,0.0727495,KGEJSD,Europe,621.2630954586193,601.8225708007812,1.1448263963743532,1.157723903656006,2.4096272536065437,2.4069206714630127,0.0213467176823472,0.0165688693523406,1.0,1.0,50.0,50.0,50.0,50.0,0.6242980681587975,0.6894261837005615,0.0001763513690301,0.0,0.3603784304596,0.3071961612701416,106.51151398680992,103.29635573297676,106.51151398680992,103.29635573297676,767.4223828809725,130.8979627368703,0.1730590739638753,815.6271885236062,48.38205178408139,0.6030274968926875,10.737046891507314,0.6508483880166547,0.6180703674056246,1.0628139167138553,4.98216,1.0,0.580599,1.14292,10.7791,1.0,282.415,1.32651,4.70348,0.000116878,15.906,2.8848,0.0,8.649961991015983,0.3993085405177934,0.4337402717583692,433.66786573,0.6600014645075571,4.121121028353805,109.96615698180004,1.0848294453687592,657.4322670028665,0.2975170638736139,111.30302122003104,1.092327900319633,230.49962650966668,0.2129598179597015,64.605406461973,0.4864215947893208,32.0043049637,0.2725083696649161,198.02613385,0.0527122191587778,25.77714636691058,2.8139514349873407,0.2982408791750319,0.2067183335462676,0.2180799206972075
248,Pirot,Danube,Nisava,1020,RS,1745.0,1813.68,43.159234,22.588755,22.625,43.125,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.604005,0.0425996,KGEJSD,Europe,859.9498487938763,831.8323974609375,1.0954877513149346,1.085578978061676,2.288040859945605,2.304401397705078,0.0218702763015675,0.0160730667412281,1.0,1.0,50.0,50.0,50.0,50.0,0.5544838147333014,0.5824890434741974,1.2461447609182898e-05,0.0,0.4365764721583351,0.4138893485069275,123.68545899533748,118.4277281583716,123.68545899533748,118.4277281583716,773.1667951817983,140.66674118337716,0.1819276457612026,760.9028693034618,42.35103354413045,0.5935676141592946,9.469382204027328,0.622921537964729,0.6948648097357825,0.9841380592716054,3.13694,1.0,0.0874126,0.504403,22.4622,1.0,106.543,1.12667,3.88307,0.0218044,10.7557,3.02007,0.0,15.073710825990968,0.312016119172271,0.2710784591132516,420.87927009900005,0.661104370822027,6.968511288651597,127.5773230367,1.0417626717964392,645.5326823611998,0.3409058652187621,129.37720431634,1.0504207449906189,143.6573556721,0.1474389675221034,181.2226430096457,0.418939447664253,111.5588258806,0.1001934053282623,31.92890902666668,0.0215063576078361,33.47032599926994,5.336537518274866,0.2877330142361745,0.1987685599561963,0.2086890920788465
249,Nis,Danube,Nisava,1020,RS,3870.0,4025.15,43.326211,21.90196,21.975,43.325,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.79147,0.058068,KGEJSD,Europe,828.2818068265611,806.6369934082031,1.080474253696171,1.0658347606658936,2.280414334716463,2.292485475540161,0.0286397866207143,0.0245114536955952,1.0,1.0,50.0,50.0,50.0,50.0,0.5426623373391453,0.5453349053859711,1.684486766437951e-05,0.0,0.4457663730634413,0.450465589761734,116.68433413144068,112.04593985154044,116.68433413144068,112.04593985154044,770.7399748913548,139.8226189034451,0.1873477474534767,764.4075719973596,42.444576859596346,0.6007394771270644,9.474473182548596,0.6239330243794289,0.7029128511850739,0.991783995769925,4.67566,1.0,0.42372,0.821912,29.9859,1.0,343.331,1.96333,4.72135,0.00916688,17.4766,2.14221,0.0,22.850350341928504,0.4086701485931581,0.3593007710739563,455.0066013660112,0.6897458583551895,8.103735028083184,135.36929470723527,1.0289927236570378,635.3210623850604,0.3520748774632124,137.00278886519692,1.0232233703916849,162.21640685488,0.2160047521887498,124.14819005141102,0.509611313961375,66.11917434001529,0.1354305181376205,95.76450899321816,0.038892387703737,33.55938229685847,4.437749860982343,0.2935357443122604,0.2169745478928711,0.2313155852402308
257,Lopatnica lakat,Danube,Ibar,1020,RS,7818.0,7946.5,43.659922,20.563451,20.575,43.675,NRT,calibrated,04/12/2009 00:00',22/09/2023 00:00',04/12/2009 00:00',0.801498,0.0136231,KGEJSD,Europe,889.7954755638852,849.8519287109375,1.2220291968785073,1.2332241535186768,2.3262329267898045,2.3318488597869877,0.0255563235329988,0.0215574447065591,1.0,1.0,50.0,50.0,50.0,50.0,0.5379595452964883,0.5764670372009277,0.0045040405527342,0.0,0.4361920000208631,0.4179447293281555,119.6537084636878,120.96618940141944,119.6537084636878,120.96618940141944,818.8454861430747,122.39661982152718,0.1505296917964767,787.4321065976627,43.02059678706316,0.5910495827793354,9.576304413299004,0.6910942478666234,0.6795549661433704,0.9616369875916696,4.09213,1.0,0.0,1.3834,7.21976,1.0,40.0,0.947324,3.07087,0.00219659,37.0338,4.05462,0.0,62.84295230972806,0.3353308323153124,0.2512462424943366,459.54267807481045,0.6473038510010715,9.610581676089202,150.94057194984012,1.0219172809858792,667.8121179414094,0.3168451362363036,152.76307784748948,1.0068908089770734,199.02271646582847,0.2185449411548166,88.03777680079014,0.6126787330328186,100.23675332099134,0.1683859948963867,97.99002754132673,0.0566235989375696,37.5744766754033,4.3486982539131205,0.2930708240655647,0.2107216098042622,0.2230236720099626
261,Bogojevo,Danube,Danube,1020,RS,251593.0,252057.76,45.53004,19.078749,19.075,45.525,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',13/07/2000 00:00',0.815774,0.0149512,KGEJSD,Europe,587.4068264659221,456.9646911621094,1.4799861535259424,1.4201065301895142,2.405721358367911,2.406097173690796,0.0171112811874535,0.0065491870045661,1.0,1.0,50.0,50.0,50.0,50.0,0.4186828804374419,0.4001549184322357,0.0066806178170772,0.0,0.5206081166966335,0.5221545696258545,133.97080507175605,98.90471594725186,133.97080507175605,98.90471594725186,962.389925421934,90.1981951533742,0.221214477948666,696.4008433543764,33.77998953865651,0.6373460442433783,8.744234790016453,0.754654469484814,0.7267997834247325,0.7236160987959824,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473,0.0179575337606397,2852.5776609782806,0.1998978099391428,0.1307163806451834,459.7882737005965,0.7079455753369931,19.937015960908983,152.60868074437687,0.8500524380954888,809.8527745947232,0.400976348198641,153.1893248577038,0.7023828074990416,215.53170757175232,0.0960113541084781,177.0378596131028,0.3170135711555372,149.4446151030178,0.0344560060917481,64.30888449364338,0.0352961675750406,114.52594034344544,10.198458567763725,0.2893079384822121,0.2548279667900031,0.2603632432024771
263,Markovicevo,Danube,Brzava,1020,RS,1111.0,1132.13,45.326954,21.03038,21.075,45.325,NRT,calibrated,01/11/2008 00:00',01/01/2024 00:00',01/11/2008 00:00',0.712209,0.0778167,KGEJSD,Europe,287.8488066274055,178.07634735107422,1.2931665917473565,1.1091180443763733,2.445674118957399,2.511980175971985,0.0128286383366377,0.0040668454021215,1.0,1.0,50.0,50.0,50.0,50.0,0.4137601908682106,0.1995408162474632,0.0001539094857994,0.0,0.5519703104994144,0.7055352479219437,60.943414398876754,52.195173358730216,60.943414398876754,52.195173358730216,865.1407545508173,165.6321044587162,0.1478493285137174,783.5284067832333,49.032095394399015,0.6120344042310334,11.1457029666412,0.7574718155230494,0.6015364737636059,0.9056658152580532,3.70567,3.85151,0.296433,0.679845,29.4065,1.0,283.79,2.37575,5.02089,0.0227989,8.62072,1.31422,0.0,6.484153571274868,0.2837296738038237,0.4623631226560161,496.7630749769999,0.6999488932128572,4.226364605652966,92.50473793873331,1.1225693212184855,771.9915967104665,0.2772431270786574,92.83356341524,1.1425559781003456,177.2294578866667,0.1085740082032497,164.7059154720646,0.341085615301666,68.37646878333334,0.0685613983480758,108.27659986666669,0.0215117777841545,54.95168433108231,3.887654770903586,0.2963672089797408,0.2693834334732615,0.2840254392224858
264,Ljubicevski most,Danube,Velika Morava,1020,RS,37320.0,37456.86,44.585387,21.131837,21.125,44.575,NRT,calibrated,02/11/2008 00:00',01/01/2024 00:00',02/11/2008 00:00',0.831398,0.0719783,KGEJSD,Europe,635.3581875980697,611.8704223632812,1.2080682297109642,1.191617488861084,2.339763233844872,2.335044384002685,0.0220525543591783,0.0170972943305969,1.0,1.0,50.0,50.0,50.0,50.0,0.5414488505697072,0.5594614148139954,0.0012416377397504,0.0,0.4319302554354275,0.4263986349105835,109.57400563594508,108.72940213380838,109.57400563594508,108.72940213380838,783.4847194643494,129.22178881049345,0.1493092149444593,795.3049285224545,44.93997005219527,0.5995481655628602,10.556620625010192,0.6580316680063528,0.6298098003803683,1.0150867129434078,4.68287,5.0,0.726961,1.6256,1.66022,1.0,40.0,2.34784,3.33623,0.0041222,11.1876,0.0164158,0.0,199.0671396422705,0.3891689230796882,0.326771320794386,445.70546549307335,0.6596717329601174,6.044382036679105,118.68222405424768,1.0636166861603906,664.7134062709207,0.2797206151675435,119.91960148614992,1.0363318078068866,195.87625791198812,0.2007238224295406,88.86270816068576,0.5053638585436959,72.28997090388533,0.1977564034269673,122.9828947062854,0.0635992477582538,39.08008632293621,3.7151647036549487,0.287965335506226,0.212589700622215,0.2265904317102411
267,Lot,Scheldt,Zenne,1022,BE,659.24,708.39,50.765746,4.279647,4.275,50.775,HIST,calibrated,02/01/1985 00:00',02/04/2009 00:00',13/03/1989 00:00',0.783861,0.0798232,KGEJSD,Europe,99.07086073495904,104.5602035522461,1.4766686356704204,1.4613176584243774,2.456824618273796,2.4516472816467285,0.0030626984244623,0.0025385919725522,1.0,1.0,50.0,50.0,50.0,50.0,0.1691988419508491,0.1367022171616554,0.0,0.0,0.6949174733213497,0.7073800712823868,66.72470036571929,69.43759075229758,66.72470036571929,69.43759075229758,787.2771355308522,97.67310502635856,0.0829247823988636,682.3574656926029,35.5974844778001,0.6131583576718567,10.582432248581569,0.6466409006018677,0.4484059609657245,0.8667309577490737,5.0,1.0,0.249414,1.10312,0.47271,1.0,498.035,5.04247,5.4599,0.03732,19.7297,0.67172,0.0,3.683083324055485,0.1820656946241044,0.2866563088758345,418.57762723483006,0.6426542891968611,0.2569505528235079,18.55714787766667,1.2557916755588776,768.7312934103333,0.0826964902031121,18.557151039600004,1.2630799476411383,239.37493557333335,0.1820484348913092,46.22975301809622,0.8028664562051113,147.0495993666667,0.0424866878947073,91.10262039999998,0.0215063576078359,200.5030195291112,2.496712172958615,0.2667155368680416,0.2712441425442599,0.2904261648110969
270,Menen,Scheldt,Leie,1022,BE,2986.2,2914.18,50.791197,3.126709,3.125,50.775,NRT,calibrated,31/10/2008 00:00',21/06/2022 00:00',31/10/2008 00:00',0.75198,0.0404098,KGEJSD,Europe,50.28556794877065,33.87816429138184,1.365727396974057,1.3519189953804016,2.2401405279055,2.2488601207733154,0.0028446000109907,0.0016985737602226,1.0,1.0,50.0,50.0,50.0,50.0,0.0982774997818046,0.0876922532916069,0.0024397200199449,0.001,0.7209968805163468,0.7596460750102997,111.32862691630024,112.73607676614702,111.32862691630024,112.73607676614702,750.4975206333318,93.79354432495644,0.1040434994590422,686.0730930587567,34.398584200601405,0.6035864977835637,10.927444638295146,0.643543331467813,0.4094518671546886,0.9141577076494424,0.766388,4.45423,0.0851196,0.579459,5.78576,1.0,40.0,1.79727,3.83913,0.0092176,23.5661,2.76005,0.0,25.516131264312264,0.2127655047212616,0.2510955670235294,365.38785115433336,0.6084556362114802,0.141416249691002,11.588836157633333,1.297212637826079,738.8879679129666,0.1106195082437643,11.588835448256669,1.3000755468553449,149.14699756033335,0.0711335066339311,83.74577801922766,0.366892890980325,112.81870037133332,0.0720445148240566,30.66943502333334,0.0214925184941605,8.281030242936668,5.402962086362902,0.2518311735718196,0.2074892619091075,0.2241835996532213
272,Moravský Sv. Ján,Danube,Great Morava,1018,SK,24129.3,24093.88,48.602278,16.935429,16.925,48.625,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',12/11/1997 00:00',0.826328,0.0102376,KGEJSD,Europe,397.8581377618216,391.4606018066406,1.296587900977411,1.3010013103485107,2.258417996896797,2.244961977005005,0.0092282179095773,0.0066319210454821,1.0,1.0,50.0,50.0,50.0,50.0,0.3531085332532124,0.3048281371593475,0.0023949822026196,0.0,0.5900503103463649,0.6352397054433823,110.49228810586963,105.41429332999058,110.49228810586963,105.41429332999058,715.3975964147978,82.000162795853,0.2683243498953384,697.1136779647308,40.80682075183167,0.6528284383419201,9.074477156828817,0.809075497219012,0.7117941115045044,0.974442298182582,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473,0.0,89.52967130041978,0.2121282528574381,0.3030759452419742,446.58692893681166,0.7464567302690973,4.932312596005708,87.30524816940869,1.0729599705450634,628.2210058749145,0.4210897404889519,87.70082159776885,1.0483995383295477,141.8371144194838,0.1125686146040171,88.47639462695007,0.2850169337624568,62.99298476002975,0.0407648766712622,77.85858813538356,0.0464386681706604,64.96287104940583,2.057022340834185,0.2846693722410144,0.2694319231324069,0.2824424048106166
273,Devín,Danube,Danube,1018,SK,131244.0,130613.38,48.173299,16.977317,16.975,48.175,HIST,calibrated,02/01/2002 00:00',01/01/2024 00:00',02/01/2002 00:00',0.903454,0.0288784,KGEJSD,Europe,706.9249015024387,524.9465637207031,1.6054265693511962,1.5478015542030334,2.4458987018860925,2.435243606567383,0.0186538883780538,0.0075064073316752,1.0,1.0,50.0,50.0,50.0,50.0,0.4124986666577541,0.3951950520277023,0.0031717892617159,0.0,0.5281080090234973,0.5314425677061081,92.66795807551324,88.23522555784618,92.66795807551324,88.23522555784618,1077.4602917422385,94.861188473966,0.2285557227374844,660.4627306012902,32.45578171966029,0.6382920078569089,7.991275446650318,0.7553572288303502,0.7702353080883165,0.612981040380923,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473,0.0262404321158964,1979.9910971892684,0.2179666657193476,0.1226476505124378,457.4767175128101,0.7018605607372902,25.96706708775745,186.34692068578968,0.8083548537540076,891.2649731443627,0.4252307628180554,187.17031925143613,0.665670426694972,250.4214465725709,0.0839379610976859,226.95208570802637,0.3249523295616081,181.80634759057472,0.0291332418854791,66.84555289946036,0.0234832402547779,132.6926753681151,13.950038301085206,0.3033732155601387,0.270992315082214,0.2754364889523297
274,Liptovský Mikuláš,Danube,Vakh,1018,SK,1107.21,1158.54,49.086364,19.603513,19.625,49.075,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',11/09/1998 00:00',0.789517,0.0346655,KGEJSD,Europe,1090.8868069795242,1005.6887817382812,1.4663694622772288,1.4357523918151855,2.3867490630671644,2.3852641582489014,0.0356349415134506,0.0285487342625856,1.0,1.0,50.0,50.0,50.0,50.0,0.5544075418701877,0.5402762293815613,0.0,0.0,0.4288992507698778,0.4266588687896728,80.60021746058521,78.96997490437866,80.60021746058521,78.96997490437866,963.3550017389556,112.21698302543923,0.2862435050252127,547.428111564592,31.254282923382345,0.6736528745451998,4.730721299407765,0.748934634058241,1.398602775746823,0.5682516938993699,3.21929,1.0,6.09584e-05,0.650873,21.4152,1.0,302.707,0.804115,2.5,0.000841829,13.423,3.59834,0.0,19.6626900739186,0.4588027706257507,0.1310128146789239,423.672839432,0.7644025955833769,43.2137290298476,241.80933698063333,0.8574466760140508,721.5687590389666,0.6483068015332395,242.80528236438664,1.1657045193999234,174.597762806,0.3443956964241256,314.5853526475864,0.6885292099114094,173.81138396666665,0.0685511544837498,0.0222660715733333,0.0215063576078359,144.0445923526191,11.561241464892772,0.3074615903449534,0.2182873386566891,0.2252236638985216
277,Strečno,Danube,Vakh,1018,SK,5453.25,5436.19,49.172511,18.864047,18.875,49.125,HIST,calibrated,02/11/1996 00:00',01/01/2024 00:00',21/09/1998 00:00',0.45916,0.0486231,KGEJSD,Europe,860.8080651808809,813.017333984375,1.4080929097210702,1.3768067955970764,2.508003625306879,2.5178937911987305,0.0281874932600708,0.0219799233600497,1.0,1.0,50.0,50.0,50.0,50.0,0.5958678920918221,0.6482393145561218,0.0,0.0,0.3704697519291608,0.3327884078025818,70.26972910906593,68.08718245670917,70.26972910906593,68.08718245670917,1021.633016901484,108.63694690696302,0.2224898774772271,564.1763242770386,31.961633648187508,0.6714373276565154,6.0827998673330335,0.7642673857977648,1.0659512790973276,0.5522299249765164,4.80509,1.0,0.484078,0.667109,16.1341,1.0,191.317,1.79158,4.57691,0.0497379,13.6303,2.73784,0.0,56.29967797043256,0.312579749069547,0.1836831391736927,445.7878987298169,0.750950428141475,30.51421761478213,234.52486066136169,0.947187312594504,787.1535955757471,0.5337869136119772,235.62237269454465,1.0545807506283311,192.86376504352492,0.2132303358051194,244.0954695447608,0.528381807428257,79.95448654483432,0.1270504021976326,111.947531406444,0.0587246435004339,62.10321167902152,8.494946493269746,0.3252326636127304,0.2637787055239759,0.2646207894294385
278,Šaľa,Danube,Vakh,1018,SK,11217.61,10719.11,48.161217,17.881949,17.825,48.175,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',11/09/1998 00:00',0.76328,0.0258804,KGEJSD,Europe,679.6295769925855,660.2394104003906,1.3411760922311098,1.2943618297576904,2.512097906745109,2.5360835790634155,0.0229776082268851,0.0166784590110182,1.0,1.0,50.0,50.0,50.0,50.0,0.6019737152313778,0.6607415080070496,0.0062713909680325,0.0,0.348332643582421,0.304531991481781,71.8784501973389,68.48398129847925,71.8784501973389,68.48398129847925,961.4842657402965,101.83128031989597,0.2142230594141259,608.0259315039804,34.386435286408364,0.6655542810364926,7.252662386436708,0.766598089602518,0.8929752194235718,0.6323826121437669,4.80509,1.0,0.484078,0.667109,16.1341,1.0,191.317,1.79158,4.57691,0.0497379,13.6303,2.73784,0.0,127.75514817484942,0.249816057323111,0.1722650897645628,444.8346803543725,0.7420853415245219,20.589696989792337,188.6653371601436,0.9831316105008152,772.8805890989631,0.4679302476418089,189.55980706958331,0.9961967066816872,153.17230448764695,0.158071582119497,220.46483836913785,0.4203948255457276,92.7956049841338,0.0621197395693418,58.589355006750814,0.0570833424560092,95.44499186617676,7.728360076076382,0.3207910785862052,0.2560017326036098,0.2573249232374658
279,Nitrianska Streda,Danube,Nitra,1018,SK,2093.71,2229.76,48.523948,18.172555,18.175,48.525,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',22/09/1998 00:00',0.775278,0.0105532,KGEJSD,Europe,410.7065539740559,375.9429931640625,1.2492960872983871,1.2285990715026855,2.593700301151535,2.632265329360962,0.0212809613200693,0.0152271632105112,1.0,1.0,50.0,50.0,50.0,50.0,0.5480140134925029,0.6336278319358826,0.0104315075283681,0.0,0.3958004001993189,0.3246347308158874,78.29191501667965,74.70712095574211,78.29191501667965,74.70712095574211,806.882245919159,110.64418851062212,0.2055626098992184,678.7931062377088,37.38182986569815,0.6657545078821011,9.094719367288452,0.7506165652730824,0.7177049809785877,0.8412542346429527,5.0,1.0,0.257969,0.93702,9.13496,1.0,674.295,2.11561,4.99487,0.0224738,14.9832,2.05879,0.0,13.48749050739186,0.1965526432996739,0.2725961030996968,447.7914548314314,0.7462241189859119,6.290573992420638,99.95809591672528,1.1046194222434884,706.9849516308651,0.352407076691651,100.58133684166012,1.0760758900702254,215.08506266386303,0.1505382071605625,78.04222608274276,0.358844319690319,97.96348242695308,0.0405556188657256,115.0172971774424,0.021527593514529,157.7352668018513,3.371605636763998,0.3027928247919761,0.2418505974840805,0.2526475601158888
281,Komárno,Danube,Danube,1018,SK,151961.6,151454.0,47.754313,18.127812,18.075,47.775,HIST,calibrated,02/11/1995 00:00',01/01/2024 00:00',10/04/1998 00:00',0.878631,0.0167842,KGEJSD,Europe,651.0240087300134,496.6121826171875,1.562360645368834,1.509479284286499,2.4345299590422864,2.4277594089508057,0.0171844807132753,0.0067670093849301,1.0,1.0,50.0,50.0,50.0,50.0,0.4076747343590744,0.3907281160354614,0.0048009110411658,0.0,0.5315147652234304,0.5342366099357605,103.53453412989197,92.91803138236617,103.53453412989197,92.91803138236617,1030.8303824069556,90.97551875270948,0.2300596816633681,675.7042822764172,33.00105565004965,0.6370486669465851,8.33966290842729,0.7591099300478461,0.7439562321970795,0.6554951171488267,4.97587,1.0,0.199478,0.298947,21.568,1.0,168.061,4.90281,4.82408,0.00106202,4.84781,1.15473,0.0226296628395876,2070.5326882642817,0.2145249600922249,0.1229584542077278,459.0546891236803,0.7027672841194933,22.876913297348946,170.12379039419116,0.8233913792051537,860.8395091294567,0.417522631411128,170.8721203093912,0.6747420641921147,236.4604618387557,0.0837829441994834,208.09067851141336,0.3158483323269825,172.63675059211502,0.0286209122604441,62.03569551188546,0.0223509826999372,127.57979543838395,12.917369302543026,0.2976950827023156,0.2652151515211705,0.2703416133433618
282,Banská Bystrica,Danube,Hron,1018,SK,1766.48,1838.09,48.731088,19.140372,19.125,48.725,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',29/10/1997 00:00',0.802632,0.0111366,KGEJSD,Europe,848.3895735944569,836.7584838867188,1.3556917361092982,1.285315215587616,2.750059950881321,2.7692437171936035,0.0320023577542804,0.0226041749119758,1.0,1.0,50.0,50.0,50.0,50.0,0.7293445811279113,0.7814921140670776,0.0,0.0,0.2491403961948702,0.2152517735958099,80.5309425009899,82.43270016307036,80.5309425009899,82.43270016307036,942.7134300522706,132.88371628924395,0.2455119394130958,577.9514045241074,32.907196873130054,0.6806257225064867,6.13345649583251,0.7641433671563329,1.0739017068893997,0.6130722084780968,2.61678,1.0,0.179806,0.710132,22.1177,1.0,319.41,2.32338,4.18113,0.000159455,16.6943,1.85601,0.0,23.045618364665085,0.3259728750700337,0.2152069360391648,467.17603038597184,0.7644828916137014,24.816527387085124,189.51248677062037,0.9983793952652849,753.2540807343308,0.5204677855729868,190.47712213513407,1.1072361580169452,221.03262349593223,0.1895888216630571,196.60112590126752,0.5514936962014417,167.87966579579222,0.0639959815136093,51.74156026562973,0.021506357607836,118.7988472489496,7.210275186124461,0.3187640484452985,0.2946280020219141,0.2938987484008495
283,Brehy,Danube,Hron,1018,SK,3821.38,3848.51,48.406726,18.64624,18.675,48.425,HIST,calibrated,01/01/1980 00:00',01/01/2024 00:00',31/10/1997 00:00',0.790133,0.0561774,KGEJSD,Europe,694.0945752076196,642.9258117675781,1.3355731282758756,1.3004206418991089,2.6695331016672315,2.6857508420944214,0.0274488271332371,0.0217056255787611,1.0,1.0,50.0,50.0,50.0,50.0,0.690287475072777,0.7486797571182251,0.0,0.0,0.2839104979230011,0.2343761324882507,76.62597808665579,76.55605734277698,76.62597808665579,76.55605734277698,912.3589848487334,136.23308244159796,0.2340648089717921,612.3976315427615,34.607415563363084,0.6786343130551433,7.188555571599076,0.7593706410730694,0.9158356613199928,0.6712244212121123,2.61678,1.0,0.179806,0.710132,22.1177,1.0,319.41,2.32338,4.18113,0.000159455,16.6943,1.85601,0.0,41.454446395327615,0.3212606110946283,0.2682655580939614,462.30790388034313,0.7621671838991549,16.912025073702633,156.27289408845942,1.0424156662871105,756.1370051942442,0.459872967478148,157.2114812807683,1.0248634199408504,174.34868182402312,0.1725122807280642,177.2334710287042,0.4510606256689108,80.18114410579356,0.0639959815136092,92.95606435197692,0.113024553766462,57.01966963728299,5.07240631974905,0.3162997861188276,0.265185564745284,0.2677130867222144
